time,SMControlTest.done,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
31440,z,110,1,0,0,0,0,0,100,0,0,1111,110,1,1,1111,110,1,0,z,0,1111,0,110,0,0,1,1,1,0,110
31460,z,110,1,0,0,0,0,0,100,0,0,1111,110,0,1,1111,110,1,0,z,0,1111,0,110,0,0,1,0,1,0,110
31480,z,0,0,0,0,1,0,0,100,1,0,1111,110,0,1,1111,110,1,1,z,0,1111,0,110,0,0,0,0,1,1,0
31500,z,0,0,0,0,1,0,0,100,0,0,1111,110,0,1,10000,111,10,0,z,0,1111,0,110,0,0,0,0,1,1,0
31510,z,0,0,0,0,1,0,0,100,0,0,1111,111,0,1,10000,111,10,0,z,0,1111,0,111,0,0,0,0,1,1,0
31520,z,0,0,0,0,1,0,0,100,0,0,1111,111,0,1,0,111,0,0,z,0,1111,0,111,0,0,0,0,1,1,0
31530,z,0,0,0,0,1,0,0,100,0,0,0,111,0,1,0,111,0,0,z,0,0,0,111,0,0,0,0,1,1,0
31550,z,0,0,0,0,0,0,0,100,0,0,0,111,0,0,0,111,0,0,z,0,0,0,111,0,0,0,0,0,0,0
31570,z,0,0,0,0,0,0,0,100,0,0,0,111,1,0,0,111,0,0,z,0,0,0,111,0,0,0,1,0,0,0
31590,z,111,0,0,0,11,0,0,100,1,0,0,111,1,0,0,111,0,1,z,0,0,0,111,0,0,0,1,0,11,111
31600,z,111,0,0,0,11,0,0,100,0,0,0,111,1,0,0,111,0,0,z,0,0,0,111,0,0,0,1,0,11,111
31620,z,111,0,0,0,11,0,0,100,0,0,0,111,0,0,0,111,0,0,z,0,0,0,111,0,0,0,0,0,11,111
31640,z,11,1,0,0,1000,0,0,100,1,0,0,111,0,0,0,111,0,1,z,0,0,0,111,0,0,1,0,0,1000,11
31650,z,11,1,0,0,1000,0,0,100,0,0,0,111,0,0,0,111,0,0,z,0,0,0,111,0,0,1,0,0,1000,11
31660,z,11,1,0,0,1000,0,0,100,0,0,0,111,0,0,0,111,1,0,z,0,0,0,111,0,0,1,0,0,1000,11
31690,z,11,1,0,0,1000,0,0,100,0,0,0,111,0,1,0,111,1,0,z,0,0,0,111,0,0,1,0,1,1000,11
31710,z,11,1,0,0,1000,0,0,100,0,0,0,111,1,1,0,111,1,0,z,0,0,0,111,0,0,1,1,1,1000,11
31730,z,111,0,0,0,11,0,0,100,1,0,0,111,1,1,0,111,1,1,z,0,0,0,111,0,0,0,1,1,11,111
31740,z,111,0,0,0,11,0,0,100,0,0,0,111,1,1,0,111,1,0,z,0,0,0,111,0,0,0,1,1,11,111
31760,z,111,0,0,0,11,0,0,100,0,0,0,111,0,1,0,111,1,0,z,0,0,0,111,0,0,0,0,1,11,111
31780,z,11,1,0,0,1000,0,0,100,1,0,0,111,0,1,0,111,1,1,z,0,0,0,111,0,0,1,0,1,1000,11
31800,z,11,1,0,0,1000,0,0,100,0,0,0,111,0,1,1,111,0,0,z,0,0,0,111,0,0,1,0,1,1000,11
31810,z,11,1,0,0,1000,0,0,100,0,0,1,111,0,1,1,111,0,0,z,0,1,0,111,0,0,1,0,1,1000,11
31830,z,11,1,0,0,1000,0,0,100,0,0,1,111,0,0,1,111,0,0,z,0,1,0,111,0,0,1,0,0,1000,11
31850,z,11,1,0,0,1000,0,0,100,0,0,1,111,1,0,1,111,0,0,z,0,1,0,111,0,0,1,1,0,1000,11
31870,z,111,0,1,0,11,0,0,100,1,0,1,111,1,0,1,111,0,1,z,0,1,0,111,0,1,0,1,0,11,111
31880,z,111,0,1,0,11,0,0,100,0,0,1,111,1,0,1,111,0,0,z,0,1,0,111,0,1,0,1,0,11,111
31900,z,111,0,1,0,11,0,0,100,0,0,1,111,0,0,1,111,0,0,z,0,1,0,111,0,1,0,0,0,11,111
31920,z,11,1,0,0,1000,0,0,100,1,0,1,111,0,0,1,111,0,1,z,0,1,0,111,0,0,1,0,0,1000,11
31940,z,11,1,0,0,1000,0,0,100,0,0,1,111,0,0,1,111,1,0,z,0,1,0,111,0,0,1,0,0,1000,11
31970,z,11,1,0,0,1000,0,0,100,0,0,1,111,0,1,1,111,1,0,z,0,1,0,111,0,0,1,0,1,1000,11
31990,z,11,1,0,0,1000,0,0,100,0,0,1,111,1,1,1,111,1,0,z,0,1,0,111,0,0,1,1,1,1000,11
32010,z,111,0,1,0,11,0,0,100,1,0,1,111,1,1,1,111,1,1,z,0,1,0,111,0,1,0,1,1,11,111
32020,z,111,0,1,0,11,0,0,100,0,0,1,111,1,1,1,111,1,0,z,0,1,0,111,0,1,0,1,1,11,111
32040,z,111,0,1,0,11,0,0,100,0,0,1,111,0,1,1,111,1,0,z,0,1,0,111,0,1,0,0,1,11,111
32060,z,11,1,0,0,1000,0,0,100,1,0,1,111,0,1,1,111,1,1,z,0,1,0,111,0,0,1,0,1,1000,11
32080,z,11,1,0,0,1000,0,0,100,0,0,1,111,0,1,10,111,0,0,z,0,1,0,111,0,0,1,0,1,1000,11
32090,z,11,1,0,0,1000,0,0,100,0,0,10,111,0,1,10,111,0,0,z,0,10,0,111,0,0,1,0,1,1000,11
32110,z,11,1,0,0,1000,0,0,100,0,0,10,111,0,0,10,111,0,0,z,0,10,0,111,0,0,1,0,0,1000,11
32130,z,11,1,0,0,1000,0,0,100,0,0,10,111,1,0,10,111,0,0,z,0,10,0,111,0,0,1,1,0,1000,11
32150,z,111,0,0,0,11,0,0,100,1,0,10,111,1,0,10,111,0,1,z,0,10,0,111,0,0,0,1,0,11,111
32160,z,111,0,0,0,11,0,0,100,0,0,10,111,1,0,10,111,0,0,z,0,10,0,111,0,0,0,1,0,11,111
32180,z,111,0,0,0,11,0,0,100,0,0,10,111,0,0,10,111,0,0,z,0,10,0,111,0,0,0,0,0,11,111
32200,z,11,1,0,0,1000,0,0,100,1,0,10,111,0,0,10,111,0,1,z,0,10,0,111,0,0,1,0,0,1000,11
32220,z,11,1,0,0,1000,0,0,100,0,0,10,111,0,0,10,111,1,0,z,0,10,0,111,0,0,1,0,0,1000,11
32250,z,11,1,0,0,1000,0,0,100,0,0,10,111,0,1,10,111,1,0,z,0,10,0,111,0,0,1,0,1,1000,11
32270,z,11,1,0,0,1000,0,0,100,0,0,10,111,1,1,10,111,1,0,z,0,10,0,111,0,0,1,1,1,1000,11
32290,z,111,0,0,0,11,0,0,100,1,0,10,111,1,1,10,111,1,1,z,0,10,0,111,0,0,0,1,1,11,111
32300,z,111,0,0,0,11,0,0,100,0,0,10,111,1,1,10,111,1,0,z,0,10,0,111,0,0,0,1,1,11,111
32320,z,111,0,0,0,11,0,0,100,0,0,10,111,0,1,10,111,1,0,z,0,10,0,111,0,0,0,0,1,11,111
32340,z,11,1,0,0,1000,0,0,100,1,0,10,111,0,1,10,111,1,1,z,0,10,0,111,0,0,1,0,1,1000,11
32360,z,11,1,0,0,1000,0,0,100,0,0,10,111,0,1,11,111,0,0,z,0,10,0,111,0,0,1,0,1,1000,11
32370,z,11,1,0,0,1000,0,0,100,0,0,11,111,0,1,11,111,0,0,z,0,11,0,111,0,0,1,0,1,1000,11
32390,z,11,1,0,0,1000,0,0,100,0,0,11,111,0,0,11,111,0,0,z,0,11,0,111,0,0,1,0,0,1000,11
32410,z,11,1,0,0,1000,0,0,100,0,0,11,111,1,0,11,111,0,0,z,0,11,0,111,0,0,1,1,0,1000,11
32430,z,111,0,1,0,11,0,0,100,1,0,11,111,1,0,11,111,0,1,z,0,11,0,111,0,1,0,1,0,11,111
32440,z,111,0,1,0,11,0,0,100,0,0,11,111,1,0,11,111,0,0,z,0,11,0,111,0,1,0,1,0,11,111
32460,z,111,0,1,0,11,0,0,100,0,0,11,111,0,0,11,111,0,0,z,0,11,0,111,0,1,0,0,0,11,111
32480,z,11,1,0,0,1000,0,0,100,1,0,11,111,0,0,11,111,0,1,z,0,11,0,111,0,0,1,0,0,1000,11
32500,z,11,1,0,0,1000,0,0,100,0,0,11,111,0,0,11,111,1,0,z,0,11,0,111,0,0,1,0,0,1000,11
32530,z,11,1,0,0,1000,0,0,100,0,0,11,111,0,1,11,111,1,0,z,0,11,0,111,0,0,1,0,1,1000,11
32550,z,11,1,0,0,1000,0,0,100,0,0,11,111,1,1,11,111,1,0,z,0,11,0,111,0,0,1,1,1,1000,11
32570,z,111,0,1,0,11,0,0,100,1,0,11,111,1,1,11,111,1,1,z,0,11,0,111,0,1,0,1,1,11,111
32580,z,111,0,1,0,11,0,0,100,0,0,11,111,1,1,11,111,1,0,z,0,11,0,111,0,1,0,1,1,11,111
32600,z,111,0,1,0,11,0,0,100,0,0,11,111,0,1,11,111,1,0,z,0,11,0,111,0,1,0,0,1,11,111
32620,z,11,1,0,0,1000,0,0,100,1,0,11,111,0,1,11,111,1,1,z,0,11,0,111,0,0,1,0,1,1000,11
32640,z,11,1,0,0,1000,0,0,100,0,0,11,111,0,1,100,111,0,0,z,0,11,0,111,0,0,1,0,1,1000,11
32650,z,11,1,0,0,1000,0,0,100,0,0,100,111,0,1,100,111,0,0,z,0,100,0,111,0,0,1,0,1,1000,11
32670,z,11,1,0,0,1000,0,0,100,0,0,100,111,0,0,100,111,0,0,z,0,100,0,111,0,0,1,0,0,1000,11
32690,z,11,1,0,0,1000,0,0,100,0,0,100,111,1,0,100,111,0,0,z,0,100,0,111,0,0,1,1,0,1000,11
32710,z,111,0,0,0,11,0,0,100,1,0,100,111,1,0,100,111,0,1,z,0,100,0,111,0,0,0,1,0,11,111
32720,z,111,0,0,0,11,0,0,100,0,0,100,111,1,0,100,111,0,0,z,0,100,0,111,0,0,0,1,0,11,111
32740,z,111,0,0,0,11,0,0,100,0,0,100,111,0,0,100,111,0,0,z,0,100,0,111,0,0,0,0,0,11,111
32760,z,11,1,0,0,1000,0,0,100,1,0,100,111,0,0,100,111,0,1,z,0,100,0,111,0,0,1,0,0,1000,11
32780,z,11,1,0,0,1000,0,0,100,0,0,100,111,0,0,100,111,1,0,z,0,100,0,111,0,0,1,0,0,1000,11
32810,z,11,1,0,0,1000,0,0,100,0,0,100,111,0,1,100,111,1,0,z,0,100,0,111,0,0,1,0,1,1000,11
32830,z,11,1,0,0,1000,0,0,100,0,0,100,111,1,1,100,111,1,0,z,0,100,0,111,0,0,1,1,1,1000,11
32850,z,111,0,0,0,11,0,0,100,1,0,100,111,1,1,100,111,1,1,z,0,100,0,111,0,0,0,1,1,11,111
32860,z,111,0,0,0,11,0,0,100,0,0,100,111,1,1,100,111,1,0,z,0,100,0,111,0,0,0,1,1,11,111
32880,z,111,0,0,0,11,0,0,100,0,0,100,111,0,1,100,111,1,0,z,0,100,0,111,0,0,0,0,1,11,111
32900,z,11,1,0,0,1000,0,0,100,1,0,100,111,0,1,100,111,1,1,z,0,100,0,111,0,0,1,0,1,1000,11
32920,z,11,1,0,0,1000,0,0,100,0,0,100,111,0,1,101,111,0,0,z,0,100,0,111,0,0,1,0,1,1000,11
32930,z,11,1,0,0,1000,0,0,100,0,0,101,111,0,1,101,111,0,0,z,0,101,0,111,0,0,1,0,1,1000,11
32950,z,11,1,0,0,1000,0,0,100,0,0,101,111,0,0,101,111,0,0,z,0,101,0,111,0,0,1,0,0,1000,11
32970,z,11,1,0,0,1000,0,0,100,0,0,101,111,1,0,101,111,0,0,z,0,101,0,111,0,0,1,1,0,1000,11
32990,z,111,0,1,0,11,0,0,100,1,0,101,111,1,0,101,111,0,1,z,0,101,0,111,0,1,0,1,0,11,111
33000,z,111,0,1,0,11,0,0,100,0,0,101,111,1,0,101,111,0,0,z,0,101,0,111,0,1,0,1,0,11,111
33020,z,111,0,1,0,11,0,0,100,0,0,101,111,0,0,101,111,0,0,z,0,101,0,111,0,1,0,0,0,11,111
33040,z,11,1,0,0,1000,0,0,100,1,0,101,111,0,0,101,111,0,1,z,0,101,0,111,0,0,1,0,0,1000,11
33060,z,11,1,0,0,1000,0,0,100,0,0,101,111,0,0,101,111,1,0,z,0,101,0,111,0,0,1,0,0,1000,11
33090,z,11,1,0,0,1000,0,0,100,0,0,101,111,0,1,101,111,1,0,z,0,101,0,111,0,0,1,0,1,1000,11
33110,z,11,1,0,0,1000,0,0,100,0,0,101,111,1,1,101,111,1,0,z,0,101,0,111,0,0,1,1,1,1000,11
33130,z,111,0,1,0,11,0,0,100,1,0,101,111,1,1,101,111,1,1,z,0,101,0,111,0,1,0,1,1,11,111
33140,z,111,0,1,0,11,0,0,100,0,0,101,111,1,1,101,111,1,0,z,0,101,0,111,0,1,0,1,1,11,111
33160,z,111,0,1,0,11,0,0,100,0,0,101,111,0,1,101,111,1,0,z,0,101,0,111,0,1,0,0,1,11,111
33180,z,11,1,0,0,1000,0,0,100,1,0,101,111,0,1,101,111,1,1,z,0,101,0,111,0,0,1,0,1,1000,11
33200,z,11,1,0,0,1000,0,0,100,0,0,101,111,0,1,110,111,0,0,z,0,101,0,111,0,0,1,0,1,1000,11
33210,z,11,1,0,0,1000,0,0,100,0,0,110,111,0,1,110,111,0,0,z,0,110,0,111,0,0,1,0,1,1000,11
33230,z,11,1,0,0,1000,0,0,100,0,0,110,111,0,0,110,111,0,0,z,0,110,0,111,0,0,1,0,0,1000,11
33250,z,11,1,0,0,1000,0,0,100,0,0,110,111,1,0,110,111,0,0,z,0,110,0,111,0,0,1,1,0,1000,11
33270,z,111,0,0,0,11,0,0,100,1,0,110,111,1,0,110,111,0,1,z,0,110,0,111,0,0,0,1,0,11,111
33280,z,111,0,0,0,11,0,0,100,0,0,110,111,1,0,110,111,0,0,z,0,110,0,111,0,0,0,1,0,11,111
33300,z,111,0,0,0,11,0,0,100,0,0,110,111,0,0,110,111,0,0,z,0,110,0,111,0,0,0,0,0,11,111
33320,z,11,1,0,0,1000,0,0,100,1,0,110,111,0,0,110,111,0,1,z,0,110,0,111,0,0,1,0,0,1000,11
33340,z,11,1,0,0,1000,0,0,100,0,0,110,111,0,0,110,111,1,0,z,0,110,0,111,0,0,1,0,0,1000,11
33370,z,11,1,0,0,1000,0,0,100,0,0,110,111,0,1,110,111,1,0,z,0,110,0,111,0,0,1,0,1,1000,11
33390,z,11,1,0,0,1000,0,0,100,0,0,110,111,1,1,110,111,1,0,z,0,110,0,111,0,0,1,1,1,1000,11
33410,z,111,0,0,0,11,0,0,100,1,0,110,111,1,1,110,111,1,1,z,0,110,0,111,0,0,0,1,1,11,111
33420,z,111,0,0,0,11,0,0,100,0,0,110,111,1,1,110,111,1,0,z,0,110,0,111,0,0,0,1,1,11,111
33440,z,111,0,0,0,11,0,0,100,0,0,110,111,0,1,110,111,1,0,z,0,110,0,111,0,0,0,0,1,11,111
33460,z,11,1,0,0,1000,0,0,100,1,0,110,111,0,1,110,111,1,1,z,0,110,0,111,0,0,1,0,1,1000,11
33480,z,11,1,0,0,1000,0,0,100,0,0,110,111,0,1,111,111,0,0,z,0,110,0,111,0,0,1,0,1,1000,11
33490,z,11,1,0,0,1000,0,0,100,0,0,111,111,0,1,111,111,0,0,z,0,111,0,111,0,0,1,0,1,1000,11
33510,z,11,1,0,0,1000,0,0,100,0,0,111,111,0,0,111,111,0,0,z,0,111,0,111,0,0,1,0,0,1000,11
33530,z,11,1,0,0,1000,0,0,100,0,0,111,111,1,0,111,111,0,0,z,0,111,0,111,0,0,1,1,0,1000,11
33550,z,111,0,1,0,11,0,0,100,1,0,111,111,1,0,111,111,0,1,z,0,111,0,111,0,1,0,1,0,11,111
33560,z,111,0,1,0,11,0,0,100,0,0,111,111,1,0,111,111,0,0,z,0,111,0,111,0,1,0,1,0,11,111
33580,z,111,0,1,0,11,0,0,100,0,0,111,111,0,0,111,111,0,0,z,0,111,0,111,0,1,0,0,0,11,111
33600,z,11,1,0,0,1000,0,0,100,1,0,111,111,0,0,111,111,0,1,z,0,111,0,111,0,0,1,0,0,1000,11
33620,z,11,1,0,0,1000,0,0,100,0,0,111,111,0,0,111,111,1,0,z,0,111,0,111,0,0,1,0,0,1000,11
33650,z,11,1,0,0,1000,0,0,100,0,0,111,111,0,1,111,111,1,0,z,0,111,0,111,0,0,1,0,1,1000,11
33670,z,11,1,0,0,1000,0,0,100,0,0,111,111,1,1,111,111,1,0,z,0,111,0,111,0,0,1,1,1,1000,11
33690,z,111,0,1,0,11,0,0,100,1,0,111,111,1,1,111,111,1,1,z,0,111,0,111,0,1,0,1,1,11,111
33700,z,111,0,1,0,11,0,0,100,0,0,111,111,1,1,111,111,1,0,z,0,111,0,111,0,1,0,1,1,11,111
33720,z,111,0,1,0,11,0,0,100,0,0,111,111,0,1,111,111,1,0,z,0,111,0,111,0,1,0,0,1,11,111
33740,z,11,1,0,0,1000,0,0,100,1,0,111,111,0,1,111,111,1,1,z,0,111,0,111,0,0,1,0,1,1000,11
33760,z,11,1,0,0,1000,0,0,100,0,0,111,111,0,1,1000,111,0,0,z,0,111,0,111,0,0,1,0,1,1000,11
33770,z,11,1,0,0,1000,0,0,100,0,0,1000,111,0,1,1000,111,0,0,z,0,1000,0,111,0,0,1,0,1,1000,11
33790,z,11,1,0,0,1000,0,0,100,0,0,1000,111,0,0,1000,111,0,0,z,0,1000,0,111,0,0,1,0,0,1000,11
33810,z,11,1,0,0,1000,0,0,100,0,0,1000,111,1,0,1000,111,0,0,z,0,1000,0,111,0,0,1,1,0,1000,11
33830,z,111,0,0,0,11,0,0,100,1,0,1000,111,1,0,1000,111,0,1,z,0,1000,0,111,0,0,0,1,0,11,111
33840,z,111,0,0,0,11,0,0,100,0,0,1000,111,1,0,1000,111,0,0,z,0,1000,0,111,0,0,0,1,0,11,111
33860,z,111,0,0,0,11,0,0,100,0,0,1000,111,0,0,1000,111,0,0,z,0,1000,0,111,0,0,0,0,0,11,111
33880,z,11,1,0,0,1000,0,0,100,1,0,1000,111,0,0,1000,111,0,1,z,0,1000,0,111,0,0,1,0,0,1000,11
33900,z,11,1,0,0,1000,0,0,100,0,0,1000,111,0,0,1000,111,1,0,z,0,1000,0,111,0,0,1,0,0,1000,11
33930,z,11,1,0,0,1000,0,0,100,0,0,1000,111,0,1,1000,111,1,0,z,0,1000,0,111,0,0,1,0,1,1000,11
33950,z,11,1,0,0,1000,0,0,100,0,0,1000,111,1,1,1000,111,1,0,z,0,1000,0,111,0,0,1,1,1,1000,11
33970,z,111,0,0,0,11,0,0,100,1,0,1000,111,1,1,1000,111,1,1,z,0,1000,0,111,0,0,0,1,1,11,111
33980,z,111,0,0,0,11,0,0,100,0,0,1000,111,1,1,1000,111,1,0,z,0,1000,0,111,0,0,0,1,1,11,111
34000,z,111,0,0,0,11,0,0,100,0,0,1000,111,0,1,1000,111,1,0,z,0,1000,0,111,0,0,0,0,1,11,111
34020,z,11,1,0,0,1000,0,0,100,1,0,1000,111,0,1,1000,111,1,1,z,0,1000,0,111,0,0,1,0,1,1000,11
34040,z,11,1,0,0,1000,0,0,100,0,0,1000,111,0,1,1001,111,0,0,z,0,1000,0,111,0,0,1,0,1,1000,11
34050,z,11,1,0,0,1000,0,0,100,0,0,1001,111,0,1,1001,111,0,0,z,0,1001,0,111,0,0,1,0,1,1000,11
34070,z,11,1,0,0,1000,0,0,100,0,0,1001,111,0,0,1001,111,0,0,z,0,1001,0,111,0,0,1,0,0,1000,11
34090,z,11,1,0,0,1000,0,0,100,0,0,1001,111,1,0,1001,111,0,0,z,0,1001,0,111,0,0,1,1,0,1000,11
34110,z,111,0,1,0,11,0,0,100,1,0,1001,111,1,0,1001,111,0,1,z,0,1001,0,111,0,1,0,1,0,11,111
34120,z,111,0,1,0,11,0,0,100,0,0,1001,111,1,0,1001,111,0,0,z,0,1001,0,111,0,1,0,1,0,11,111
34140,z,111,0,1,0,11,0,0,100,0,0,1001,111,0,0,1001,111,0,0,z,0,1001,0,111,0,1,0,0,0,11,111
34160,z,11,1,0,0,1000,0,0,100,1,0,1001,111,0,0,1001,111,0,1,z,0,1001,0,111,0,0,1,0,0,1000,11
34180,z,11,1,0,0,1000,0,0,100,0,0,1001,111,0,0,1001,111,1,0,z,0,1001,0,111,0,0,1,0,0,1000,11
34210,z,11,1,0,0,1000,0,0,100,0,0,1001,111,0,1,1001,111,1,0,z,0,1001,0,111,0,0,1,0,1,1000,11
34230,z,11,1,0,0,1000,0,0,100,0,0,1001,111,1,1,1001,111,1,0,z,0,1001,0,111,0,0,1,1,1,1000,11
34250,z,111,0,1,0,11,0,0,100,1,0,1001,111,1,1,1001,111,1,1,z,0,1001,0,111,0,1,0,1,1,11,111
34260,z,111,0,1,0,11,0,0,100,0,0,1001,111,1,1,1001,111,1,0,z,0,1001,0,111,0,1,0,1,1,11,111
34280,z,111,0,1,0,11,0,0,100,0,0,1001,111,0,1,1001,111,1,0,z,0,1001,0,111,0,1,0,0,1,11,111
34300,z,11,1,0,0,1000,0,0,100,1,0,1001,111,0,1,1001,111,1,1,z,0,1001,0,111,0,0,1,0,1,1000,11
34320,z,11,1,0,0,1000,0,0,100,0,0,1001,111,0,1,1010,111,0,0,z,0,1001,0,111,0,0,1,0,1,1000,11
34330,z,11,1,0,0,1000,0,0,100,0,0,1010,111,0,1,1010,111,0,0,z,0,1010,0,111,0,0,1,0,1,1000,11
34350,z,11,1,0,0,1000,0,0,100,0,0,1010,111,0,0,1010,111,0,0,z,0,1010,0,111,0,0,1,0,0,1000,11
34370,z,11,1,0,0,1000,0,0,100,0,0,1010,111,1,0,1010,111,0,0,z,0,1010,0,111,0,0,1,1,0,1000,11
34390,z,111,0,0,0,11,0,0,100,1,0,1010,111,1,0,1010,111,0,1,z,0,1010,0,111,0,0,0,1,0,11,111
34400,z,111,0,0,0,11,0,0,100,0,0,1010,111,1,0,1010,111,0,0,z,0,1010,0,111,0,0,0,1,0,11,111
34420,z,111,0,0,0,11,0,0,100,0,0,1010,111,0,0,1010,111,0,0,z,0,1010,0,111,0,0,0,0,0,11,111
34440,z,11,1,0,0,1000,0,0,100,1,0,1010,111,0,0,1010,111,0,1,z,0,1010,0,111,0,0,1,0,0,1000,11
34460,z,11,1,0,0,1000,0,0,100,0,0,1010,111,0,0,1010,111,1,0,z,0,1010,0,111,0,0,1,0,0,1000,11
34490,z,11,1,0,0,1000,0,0,100,0,0,1010,111,0,1,1010,111,1,0,z,0,1010,0,111,0,0,1,0,1,1000,11
34510,z,11,1,0,0,1000,0,0,100,0,0,1010,111,1,1,1010,111,1,0,z,0,1010,0,111,0,0,1,1,1,1000,11
34530,z,111,0,0,0,11,0,0,100,1,0,1010,111,1,1,1010,111,1,1,z,0,1010,0,111,0,0,0,1,1,11,111
34540,z,111,0,0,0,11,0,0,100,0,0,1010,111,1,1,1010,111,1,0,z,0,1010,0,111,0,0,0,1,1,11,111
34560,z,111,0,0,0,11,0,0,100,0,0,1010,111,0,1,1010,111,1,0,z,0,1010,0,111,0,0,0,0,1,11,111
34580,z,11,1,0,0,1000,0,0,100,1,0,1010,111,0,1,1010,111,1,1,z,0,1010,0,111,0,0,1,0,1,1000,11
34600,z,11,1,0,0,1000,0,0,100,0,0,1010,111,0,1,1011,111,0,0,z,0,1010,0,111,0,0,1,0,1,1000,11
34610,z,11,1,0,0,1000,0,0,100,0,0,1011,111,0,1,1011,111,0,0,z,0,1011,0,111,0,0,1,0,1,1000,11
34630,z,11,1,0,0,1000,0,0,100,0,0,1011,111,0,0,1011,111,0,0,z,0,1011,0,111,0,0,1,0,0,1000,11
34650,z,11,1,0,0,1000,0,0,100,0,0,1011,111,1,0,1011,111,0,0,z,0,1011,0,111,0,0,1,1,0,1000,11
34670,z,111,0,1,0,11,0,0,100,1,0,1011,111,1,0,1011,111,0,1,z,0,1011,0,111,0,1,0,1,0,11,111
34680,z,111,0,1,0,11,0,0,100,0,0,1011,111,1,0,1011,111,0,0,z,0,1011,0,111,0,1,0,1,0,11,111
34700,z,111,0,1,0,11,0,0,100,0,0,1011,111,0,0,1011,111,0,0,z,0,1011,0,111,0,1,0,0,0,11,111
34720,z,11,1,0,0,1000,0,0,100,1,0,1011,111,0,0,1011,111,0,1,z,0,1011,0,111,0,0,1,0,0,1000,11
34740,z,11,1,0,0,1000,0,0,100,0,0,1011,111,0,0,1011,111,1,0,z,0,1011,0,111,0,0,1,0,0,1000,11
34770,z,11,1,0,0,1000,0,0,100,0,0,1011,111,0,1,1011,111,1,0,z,0,1011,0,111,0,0,1,0,1,1000,11
34790,z,11,1,0,0,1000,0,0,100,0,0,1011,111,1,1,1011,111,1,0,z,0,1011,0,111,0,0,1,1,1,1000,11
34810,z,111,0,1,0,11,0,0,100,1,0,1011,111,1,1,1011,111,1,1,z,0,1011,0,111,0,1,0,1,1,11,111
34820,z,111,0,1,0,11,0,0,100,0,0,1011,111,1,1,1011,111,1,0,z,0,1011,0,111,0,1,0,1,1,11,111
34840,z,111,0,1,0,11,0,0,100,0,0,1011,111,0,1,1011,111,1,0,z,0,1011,0,111,0,1,0,0,1,11,111
34860,z,11,1,0,0,1000,0,0,100,1,0,1011,111,0,1,1011,111,1,1,z,0,1011,0,111,0,0,1,0,1,1000,11
34880,z,11,1,0,0,1000,0,0,100,0,0,1011,111,0,1,1100,111,0,0,z,0,1011,0,111,0,0,1,0,1,1000,11
34890,z,11,1,0,0,1000,0,0,100,0,0,1100,111,0,1,1100,111,0,0,z,0,1100,0,111,0,0,1,0,1,1000,11
34910,z,11,1,0,0,1000,0,0,100,0,0,1100,111,0,0,1100,111,0,0,z,0,1100,0,111,0,0,1,0,0,1000,11
34930,z,11,1,0,0,1000,0,0,100,0,0,1100,111,1,0,1100,111,0,0,z,0,1100,0,111,0,0,1,1,0,1000,11
34950,z,111,0,0,0,11,0,0,100,1,0,1100,111,1,0,1100,111,0,1,z,0,1100,0,111,0,0,0,1,0,11,111
34960,z,111,0,0,0,11,0,0,100,0,0,1100,111,1,0,1100,111,0,0,z,0,1100,0,111,0,0,0,1,0,11,111
34980,z,111,0,0,0,11,0,0,100,0,0,1100,111,0,0,1100,111,0,0,z,0,1100,0,111,0,0,0,0,0,11,111
35000,z,11,1,0,0,1000,0,0,100,1,0,1100,111,0,0,1100,111,0,1,z,0,1100,0,111,0,0,1,0,0,1000,11
35020,z,11,1,0,0,1000,0,0,100,0,0,1100,111,0,0,1100,111,1,0,z,0,1100,0,111,0,0,1,0,0,1000,11
35050,z,11,1,0,0,1000,0,0,100,0,0,1100,111,0,1,1100,111,1,0,z,0,1100,0,111,0,0,1,0,1,1000,11
35070,z,11,1,0,0,1000,0,0,100,0,0,1100,111,1,1,1100,111,1,0,z,0,1100,0,111,0,0,1,1,1,1000,11
35090,z,111,0,0,0,11,0,0,100,1,0,1100,111,1,1,1100,111,1,1,z,0,1100,0,111,0,0,0,1,1,11,111
35100,z,111,0,0,0,11,0,0,100,0,0,1100,111,1,1,1100,111,1,0,z,0,1100,0,111,0,0,0,1,1,11,111
35120,z,111,0,0,0,11,0,0,100,0,0,1100,111,0,1,1100,111,1,0,z,0,1100,0,111,0,0,0,0,1,11,111
35140,z,11,1,0,0,1000,0,0,100,1,0,1100,111,0,1,1100,111,1,1,z,0,1100,0,111,0,0,1,0,1,1000,11
