time,SMControlTest.done,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
13460,z,10,0,0,0,111,0,0,100,0,0,1111,10,0,1,1111,10,1,0,z,0,1111,0,10,0,0,0,0,1,111,10
13480,z,111,0,1,0,11,0,0,100,1,0,1111,10,0,1,1111,10,1,1,z,0,1111,0,10,0,1,0,0,1,11,111
13500,z,111,0,1,0,11,0,0,100,0,0,1111,10,0,1,10000,11,10,0,z,0,1111,0,10,0,1,0,0,1,11,111
13510,z,111,0,1,0,11,0,0,100,0,0,1111,11,0,1,10000,11,10,0,z,0,1111,0,11,0,1,0,0,1,11,111
13520,z,111,0,1,0,11,0,0,100,0,0,1111,11,0,1,0,11,0,0,z,0,1111,0,11,0,1,0,0,1,11,111
13530,z,111,0,0,0,11,0,0,100,0,0,0,11,0,1,0,11,0,0,z,0,0,0,11,0,0,0,0,1,11,111
13550,z,111,0,0,0,11,0,0,100,0,0,0,11,0,0,0,11,0,0,z,0,0,0,11,0,0,0,0,0,11,111
13570,z,111,0,0,0,11,0,0,100,0,0,0,11,1,0,0,11,0,0,z,0,0,0,11,0,0,0,1,0,11,111
13590,z,11,1,0,0,1000,0,0,100,1,0,0,11,1,0,0,11,0,1,z,0,0,0,11,0,0,1,1,0,1000,11
13600,z,11,1,0,0,1000,0,0,100,0,0,0,11,1,0,0,11,0,0,z,0,0,0,11,0,0,1,1,0,1000,11
13620,z,11,1,0,0,1000,0,0,100,0,0,0,11,0,0,0,11,0,0,z,0,0,0,11,0,0,1,0,0,1000,11
13640,z,1000,0,0,0,100,0,0,100,1,0,0,11,0,0,0,11,0,1,z,0,0,0,11,0,0,0,0,0,100,1000
13650,z,1000,0,0,0,100,0,0,100,0,0,0,11,0,0,0,11,0,0,z,0,0,0,11,0,0,0,0,0,100,1000
13660,z,1000,0,0,0,100,0,0,100,0,0,0,11,0,0,0,11,1,0,z,0,0,0,11,0,0,0,0,0,100,1000
13690,z,1000,0,0,0,100,0,0,100,0,0,0,11,0,1,0,11,1,0,z,0,0,0,11,0,0,0,0,1,100,1000
13710,z,1000,0,0,0,100,0,0,100,0,0,0,11,1,1,0,11,1,0,z,0,0,0,11,0,0,0,1,1,100,1000
13730,z,11,1,0,0,1000,0,0,100,1,0,0,11,1,1,0,11,1,1,z,0,0,0,11,0,0,1,1,1,1000,11
13740,z,11,1,0,0,1000,0,0,100,0,0,0,11,1,1,0,11,1,0,z,0,0,0,11,0,0,1,1,1,1000,11
13760,z,11,1,0,0,1000,0,0,100,0,0,0,11,0,1,0,11,1,0,z,0,0,0,11,0,0,1,0,1,1000,11
13780,z,1000,0,0,0,100,0,0,100,1,0,0,11,0,1,0,11,1,1,z,0,0,0,11,0,0,0,0,1,100,1000
13800,z,1000,0,0,0,100,0,0,100,0,0,0,11,0,1,1,11,0,0,z,0,0,0,11,0,0,0,0,1,100,1000
13810,z,1000,0,0,0,100,0,0,100,0,0,1,11,0,1,1,11,0,0,z,0,1,0,11,0,0,0,0,1,100,1000
13830,z,1000,0,0,0,100,0,0,100,0,0,1,11,0,0,1,11,0,0,z,0,1,0,11,0,0,0,0,0,100,1000
13850,z,1000,0,0,0,100,0,0,100,0,0,1,11,1,0,1,11,0,0,z,0,1,0,11,0,0,0,1,0,100,1000
13870,z,11,1,0,0,1000,0,0,100,1,0,1,11,1,0,1,11,0,1,z,0,1,0,11,0,0,1,1,0,1000,11
13880,z,11,1,0,0,1000,0,0,100,0,0,1,11,1,0,1,11,0,0,z,0,1,0,11,0,0,1,1,0,1000,11
13900,z,11,1,0,0,1000,0,0,100,0,0,1,11,0,0,1,11,0,0,z,0,1,0,11,0,0,1,0,0,1000,11
13920,z,1000,0,0,0,100,0,0,100,1,0,1,11,0,0,1,11,0,1,z,0,1,0,11,0,0,0,0,0,100,1000
13940,z,1000,0,0,0,100,0,0,100,0,0,1,11,0,0,1,11,1,0,z,0,1,0,11,0,0,0,0,0,100,1000
13970,z,1000,0,0,0,100,0,0,100,0,0,1,11,0,1,1,11,1,0,z,0,1,0,11,0,0,0,0,1,100,1000
13990,z,1000,0,0,0,100,0,0,100,0,0,1,11,1,1,1,11,1,0,z,0,1,0,11,0,0,0,1,1,100,1000
14010,z,11,1,0,0,1000,0,0,100,1,0,1,11,1,1,1,11,1,1,z,0,1,0,11,0,0,1,1,1,1000,11
14020,z,11,1,0,0,1000,0,0,100,0,0,1,11,1,1,1,11,1,0,z,0,1,0,11,0,0,1,1,1,1000,11
14040,z,11,1,0,0,1000,0,0,100,0,0,1,11,0,1,1,11,1,0,z,0,1,0,11,0,0,1,0,1,1000,11
14060,z,1000,0,0,0,100,0,0,100,1,0,1,11,0,1,1,11,1,1,z,0,1,0,11,0,0,0,0,1,100,1000
14080,z,1000,0,0,0,100,0,0,100,0,0,1,11,0,1,10,11,0,0,z,0,1,0,11,0,0,0,0,1,100,1000
14090,z,1000,0,1,0,100,0,0,100,0,0,10,11,0,1,10,11,0,0,z,0,10,0,11,0,1,0,0,1,100,1000
14110,z,1000,0,1,0,100,0,0,100,0,0,10,11,0,0,10,11,0,0,z,0,10,0,11,0,1,0,0,0,100,1000
14130,z,1000,0,1,0,100,0,0,100,0,0,10,11,1,0,10,11,0,0,z,0,10,0,11,0,1,0,1,0,100,1000
14150,z,11,1,0,0,1000,0,0,100,1,0,10,11,1,0,10,11,0,1,z,0,10,0,11,0,0,1,1,0,1000,11
14160,z,11,1,0,0,1000,0,0,100,0,0,10,11,1,0,10,11,0,0,z,0,10,0,11,0,0,1,1,0,1000,11
14180,z,11,1,0,0,1000,0,0,100,0,0,10,11,0,0,10,11,0,0,z,0,10,0,11,0,0,1,0,0,1000,11
14200,z,1000,0,1,0,100,0,0,100,1,0,10,11,0,0,10,11,0,1,z,0,10,0,11,0,1,0,0,0,100,1000
14220,z,1000,0,1,0,100,0,0,100,0,0,10,11,0,0,10,11,1,0,z,0,10,0,11,0,1,0,0,0,100,1000
14250,z,1000,0,1,0,100,0,0,100,0,0,10,11,0,1,10,11,1,0,z,0,10,0,11,0,1,0,0,1,100,1000
14270,z,1000,0,1,0,100,0,0,100,0,0,10,11,1,1,10,11,1,0,z,0,10,0,11,0,1,0,1,1,100,1000
14290,z,11,1,0,0,1000,0,0,100,1,0,10,11,1,1,10,11,1,1,z,0,10,0,11,0,0,1,1,1,1000,11
14300,z,11,1,0,0,1000,0,0,100,0,0,10,11,1,1,10,11,1,0,z,0,10,0,11,0,0,1,1,1,1000,11
14320,z,11,1,0,0,1000,0,0,100,0,0,10,11,0,1,10,11,1,0,z,0,10,0,11,0,0,1,0,1,1000,11
14340,z,1000,0,1,0,100,0,0,100,1,0,10,11,0,1,10,11,1,1,z,0,10,0,11,0,1,0,0,1,100,1000
14360,z,1000,0,1,0,100,0,0,100,0,0,10,11,0,1,11,11,0,0,z,0,10,0,11,0,1,0,0,1,100,1000
14370,z,1000,0,1,0,100,0,0,100,0,0,11,11,0,1,11,11,0,0,z,0,11,0,11,0,1,0,0,1,100,1000
14390,z,1000,0,1,0,100,0,0,100,0,0,11,11,0,0,11,11,0,0,z,0,11,0,11,0,1,0,0,0,100,1000
14410,z,1000,0,1,0,100,0,0,100,0,0,11,11,1,0,11,11,0,0,z,0,11,0,11,0,1,0,1,0,100,1000
14430,z,11,1,0,0,1000,0,0,100,1,0,11,11,1,0,11,11,0,1,z,0,11,0,11,0,0,1,1,0,1000,11
14440,z,11,1,0,0,1000,0,0,100,0,0,11,11,1,0,11,11,0,0,z,0,11,0,11,0,0,1,1,0,1000,11
14460,z,11,1,0,0,1000,0,0,100,0,0,11,11,0,0,11,11,0,0,z,0,11,0,11,0,0,1,0,0,1000,11
14480,z,1000,0,1,0,100,0,0,100,1,0,11,11,0,0,11,11,0,1,z,0,11,0,11,0,1,0,0,0,100,1000
14500,z,1000,0,1,0,100,0,0,100,0,0,11,11,0,0,11,11,1,0,z,0,11,0,11,0,1,0,0,0,100,1000
14530,z,1000,0,1,0,100,0,0,100,0,0,11,11,0,1,11,11,1,0,z,0,11,0,11,0,1,0,0,1,100,1000
14550,z,1000,0,1,0,100,0,0,100,0,0,11,11,1,1,11,11,1,0,z,0,11,0,11,0,1,0,1,1,100,1000
14570,z,11,1,0,0,1000,0,0,100,1,0,11,11,1,1,11,11,1,1,z,0,11,0,11,0,0,1,1,1,1000,11
14580,z,11,1,0,0,1000,0,0,100,0,0,11,11,1,1,11,11,1,0,z,0,11,0,11,0,0,1,1,1,1000,11
14600,z,11,1,0,0,1000,0,0,100,0,0,11,11,0,1,11,11,1,0,z,0,11,0,11,0,0,1,0,1,1000,11
14620,z,1000,0,1,0,100,0,0,100,1,0,11,11,0,1,11,11,1,1,z,0,11,0,11,0,1,0,0,1,100,1000
14640,z,1000,0,1,0,100,0,0,100,0,0,11,11,0,1,100,11,0,0,z,0,11,0,11,0,1,0,0,1,100,1000
14650,z,1000,0,0,0,100,0,0,100,0,0,100,11,0,1,100,11,0,0,z,0,100,0,11,0,0,0,0,1,100,1000
14670,z,1000,0,0,0,100,0,0,100,0,0,100,11,0,0,100,11,0,0,z,0,100,0,11,0,0,0,0,0,100,1000
14690,z,1000,0,0,0,100,0,0,100,0,0,100,11,1,0,100,11,0,0,z,0,100,0,11,0,0,0,1,0,100,1000
14710,z,11,1,0,0,1000,0,0,100,1,0,100,11,1,0,100,11,0,1,z,0,100,0,11,0,0,1,1,0,1000,11
14720,z,11,1,0,0,1000,0,0,100,0,0,100,11,1,0,100,11,0,0,z,0,100,0,11,0,0,1,1,0,1000,11
14740,z,11,1,0,0,1000,0,0,100,0,0,100,11,0,0,100,11,0,0,z,0,100,0,11,0,0,1,0,0,1000,11
14760,z,1000,0,0,0,100,0,0,100,1,0,100,11,0,0,100,11,0,1,z,0,100,0,11,0,0,0,0,0,100,1000
14780,z,1000,0,0,0,100,0,0,100,0,0,100,11,0,0,100,11,1,0,z,0,100,0,11,0,0,0,0,0,100,1000
14810,z,1000,0,0,0,100,0,0,100,0,0,100,11,0,1,100,11,1,0,z,0,100,0,11,0,0,0,0,1,100,1000
14830,z,1000,0,0,0,100,0,0,100,0,0,100,11,1,1,100,11,1,0,z,0,100,0,11,0,0,0,1,1,100,1000
14850,z,11,1,0,0,1000,0,0,100,1,0,100,11,1,1,100,11,1,1,z,0,100,0,11,0,0,1,1,1,1000,11
14860,z,11,1,0,0,1000,0,0,100,0,0,100,11,1,1,100,11,1,0,z,0,100,0,11,0,0,1,1,1,1000,11
14880,z,11,1,0,0,1000,0,0,100,0,0,100,11,0,1,100,11,1,0,z,0,100,0,11,0,0,1,0,1,1000,11
14900,z,1000,0,0,0,100,0,0,100,1,0,100,11,0,1,100,11,1,1,z,0,100,0,11,0,0,0,0,1,100,1000
14920,z,1000,0,0,0,100,0,0,100,0,0,100,11,0,1,101,11,0,0,z,0,100,0,11,0,0,0,0,1,100,1000
14930,z,1000,0,0,0,100,0,0,100,0,0,101,11,0,1,101,11,0,0,z,0,101,0,11,0,0,0,0,1,100,1000
14950,z,1000,0,0,0,100,0,0,100,0,0,101,11,0,0,101,11,0,0,z,0,101,0,11,0,0,0,0,0,100,1000
14970,z,1000,0,0,0,100,0,0,100,0,0,101,11,1,0,101,11,0,0,z,0,101,0,11,0,0,0,1,0,100,1000
14990,z,11,1,0,0,1000,0,0,100,1,0,101,11,1,0,101,11,0,1,z,0,101,0,11,0,0,1,1,0,1000,11
15000,z,11,1,0,0,1000,0,0,100,0,0,101,11,1,0,101,11,0,0,z,0,101,0,11,0,0,1,1,0,1000,11
15020,z,11,1,0,0,1000,0,0,100,0,0,101,11,0,0,101,11,0,0,z,0,101,0,11,0,0,1,0,0,1000,11
15040,z,1000,0,0,0,100,0,0,100,1,0,101,11,0,0,101,11,0,1,z,0,101,0,11,0,0,0,0,0,100,1000
15060,z,1000,0,0,0,100,0,0,100,0,0,101,11,0,0,101,11,1,0,z,0,101,0,11,0,0,0,0,0,100,1000
15090,z,1000,0,0,0,100,0,0,100,0,0,101,11,0,1,101,11,1,0,z,0,101,0,11,0,0,0,0,1,100,1000
15110,z,1000,0,0,0,100,0,0,100,0,0,101,11,1,1,101,11,1,0,z,0,101,0,11,0,0,0,1,1,100,1000
15130,z,11,1,0,0,1000,0,0,100,1,0,101,11,1,1,101,11,1,1,z,0,101,0,11,0,0,1,1,1,1000,11
15140,z,11,1,0,0,1000,0,0,100,0,0,101,11,1,1,101,11,1,0,z,0,101,0,11,0,0,1,1,1,1000,11
15160,z,11,1,0,0,1000,0,0,100,0,0,101,11,0,1,101,11,1,0,z,0,101,0,11,0,0,1,0,1,1000,11
15180,z,1000,0,0,0,100,0,0,100,1,0,101,11,0,1,101,11,1,1,z,0,101,0,11,0,0,0,0,1,100,1000
15200,z,1000,0,0,0,100,0,0,100,0,0,101,11,0,1,110,11,0,0,z,0,101,0,11,0,0,0,0,1,100,1000
15210,z,1000,0,1,0,100,0,0,100,0,0,110,11,0,1,110,11,0,0,z,0,110,0,11,0,1,0,0,1,100,1000
15230,z,1000,0,1,0,100,0,0,100,0,0,110,11,0,0,110,11,0,0,z,0,110,0,11,0,1,0,0,0,100,1000
15250,z,1000,0,1,0,100,0,0,100,0,0,110,11,1,0,110,11,0,0,z,0,110,0,11,0,1,0,1,0,100,1000
15270,z,11,1,0,0,1000,0,0,100,1,0,110,11,1,0,110,11,0,1,z,0,110,0,11,0,0,1,1,0,1000,11
15280,z,11,1,0,0,1000,0,0,100,0,0,110,11,1,0,110,11,0,0,z,0,110,0,11,0,0,1,1,0,1000,11
15300,z,11,1,0,0,1000,0,0,100,0,0,110,11,0,0,110,11,0,0,z,0,110,0,11,0,0,1,0,0,1000,11
15320,z,1000,0,1,0,100,0,0,100,1,0,110,11,0,0,110,11,0,1,z,0,110,0,11,0,1,0,0,0,100,1000
15340,z,1000,0,1,0,100,0,0,100,0,0,110,11,0,0,110,11,1,0,z,0,110,0,11,0,1,0,0,0,100,1000
15370,z,1000,0,1,0,100,0,0,100,0,0,110,11,0,1,110,11,1,0,z,0,110,0,11,0,1,0,0,1,100,1000
15390,z,1000,0,1,0,100,0,0,100,0,0,110,11,1,1,110,11,1,0,z,0,110,0,11,0,1,0,1,1,100,1000
15410,z,11,1,0,0,1000,0,0,100,1,0,110,11,1,1,110,11,1,1,z,0,110,0,11,0,0,1,1,1,1000,11
15420,z,11,1,0,0,1000,0,0,100,0,0,110,11,1,1,110,11,1,0,z,0,110,0,11,0,0,1,1,1,1000,11
15440,z,11,1,0,0,1000,0,0,100,0,0,110,11,0,1,110,11,1,0,z,0,110,0,11,0,0,1,0,1,1000,11
15460,z,1000,0,1,0,100,0,0,100,1,0,110,11,0,1,110,11,1,1,z,0,110,0,11,0,1,0,0,1,100,1000
15480,z,1000,0,1,0,100,0,0,100,0,0,110,11,0,1,111,11,0,0,z,0,110,0,11,0,1,0,0,1,100,1000
15490,z,1000,0,1,0,100,0,0,100,0,0,111,11,0,1,111,11,0,0,z,0,111,0,11,0,1,0,0,1,100,1000
15510,z,1000,0,1,0,100,0,0,100,0,0,111,11,0,0,111,11,0,0,z,0,111,0,11,0,1,0,0,0,100,1000
15530,z,1000,0,1,0,100,0,0,100,0,0,111,11,1,0,111,11,0,0,z,0,111,0,11,0,1,0,1,0,100,1000
15550,z,11,1,0,0,1000,0,0,100,1,0,111,11,1,0,111,11,0,1,z,0,111,0,11,0,0,1,1,0,1000,11
15560,z,11,1,0,0,1000,0,0,100,0,0,111,11,1,0,111,11,0,0,z,0,111,0,11,0,0,1,1,0,1000,11
15580,z,11,1,0,0,1000,0,0,100,0,0,111,11,0,0,111,11,0,0,z,0,111,0,11,0,0,1,0,0,1000,11
15600,z,1000,0,1,0,100,0,0,100,1,0,111,11,0,0,111,11,0,1,z,0,111,0,11,0,1,0,0,0,100,1000
15620,z,1000,0,1,0,100,0,0,100,0,0,111,11,0,0,111,11,1,0,z,0,111,0,11,0,1,0,0,0,100,1000
15650,z,1000,0,1,0,100,0,0,100,0,0,111,11,0,1,111,11,1,0,z,0,111,0,11,0,1,0,0,1,100,1000
15670,z,1000,0,1,0,100,0,0,100,0,0,111,11,1,1,111,11,1,0,z,0,111,0,11,0,1,0,1,1,100,1000
15690,z,11,1,0,0,1000,0,0,100,1,0,111,11,1,1,111,11,1,1,z,0,111,0,11,0,0,1,1,1,1000,11
15700,z,11,1,0,0,1000,0,0,100,0,0,111,11,1,1,111,11,1,0,z,0,111,0,11,0,0,1,1,1,1000,11
15720,z,11,1,0,0,1000,0,0,100,0,0,111,11,0,1,111,11,1,0,z,0,111,0,11,0,0,1,0,1,1000,11
15740,z,1000,0,1,0,100,0,0,100,1,0,111,11,0,1,111,11,1,1,z,0,111,0,11,0,1,0,0,1,100,1000
15760,z,1000,0,1,0,100,0,0,100,0,0,111,11,0,1,1000,11,0,0,z,0,111,0,11,0,1,0,0,1,100,1000
15770,z,1000,0,0,0,100,0,0,100,0,0,1000,11,0,1,1000,11,0,0,z,0,1000,0,11,0,0,0,0,1,100,1000
15790,z,1000,0,0,0,100,0,0,100,0,0,1000,11,0,0,1000,11,0,0,z,0,1000,0,11,0,0,0,0,0,100,1000
15810,z,1000,0,0,0,100,0,0,100,0,0,1000,11,1,0,1000,11,0,0,z,0,1000,0,11,0,0,0,1,0,100,1000
15830,z,11,1,0,0,1000,0,0,100,1,0,1000,11,1,0,1000,11,0,1,z,0,1000,0,11,0,0,1,1,0,1000,11
15840,z,11,1,0,0,1000,0,0,100,0,0,1000,11,1,0,1000,11,0,0,z,0,1000,0,11,0,0,1,1,0,1000,11
15860,z,11,1,0,0,1000,0,0,100,0,0,1000,11,0,0,1000,11,0,0,z,0,1000,0,11,0,0,1,0,0,1000,11
15880,z,1000,0,0,0,100,0,0,100,1,0,1000,11,0,0,1000,11,0,1,z,0,1000,0,11,0,0,0,0,0,100,1000
15900,z,1000,0,0,0,100,0,0,100,0,0,1000,11,0,0,1000,11,1,0,z,0,1000,0,11,0,0,0,0,0,100,1000
15930,z,1000,0,0,0,100,0,0,100,0,0,1000,11,0,1,1000,11,1,0,z,0,1000,0,11,0,0,0,0,1,100,1000
15950,z,1000,0,0,0,100,0,0,100,0,0,1000,11,1,1,1000,11,1,0,z,0,1000,0,11,0,0,0,1,1,100,1000
15970,z,11,1,0,0,1000,0,0,100,1,0,1000,11,1,1,1000,11,1,1,z,0,1000,0,11,0,0,1,1,1,1000,11
15980,z,11,1,0,0,1000,0,0,100,0,0,1000,11,1,1,1000,11,1,0,z,0,1000,0,11,0,0,1,1,1,1000,11
16000,z,11,1,0,0,1000,0,0,100,0,0,1000,11,0,1,1000,11,1,0,z,0,1000,0,11,0,0,1,0,1,1000,11
16020,z,1000,0,0,0,100,0,0,100,1,0,1000,11,0,1,1000,11,1,1,z,0,1000,0,11,0,0,0,0,1,100,1000
16040,z,1000,0,0,0,100,0,0,100,0,0,1000,11,0,1,1001,11,0,0,z,0,1000,0,11,0,0,0,0,1,100,1000
16050,z,1000,0,0,0,100,0,0,100,0,0,1001,11,0,1,1001,11,0,0,z,0,1001,0,11,0,0,0,0,1,100,1000
16070,z,1000,0,0,0,100,0,0,100,0,0,1001,11,0,0,1001,11,0,0,z,0,1001,0,11,0,0,0,0,0,100,1000
16090,z,1000,0,0,0,100,0,0,100,0,0,1001,11,1,0,1001,11,0,0,z,0,1001,0,11,0,0,0,1,0,100,1000
16110,z,11,1,0,0,1000,0,0,100,1,0,1001,11,1,0,1001,11,0,1,z,0,1001,0,11,0,0,1,1,0,1000,11
16120,z,11,1,0,0,1000,0,0,100,0,0,1001,11,1,0,1001,11,0,0,z,0,1001,0,11,0,0,1,1,0,1000,11
16140,z,11,1,0,0,1000,0,0,100,0,0,1001,11,0,0,1001,11,0,0,z,0,1001,0,11,0,0,1,0,0,1000,11
16160,z,1000,0,0,0,100,0,0,100,1,0,1001,11,0,0,1001,11,0,1,z,0,1001,0,11,0,0,0,0,0,100,1000
16180,z,1000,0,0,0,100,0,0,100,0,0,1001,11,0,0,1001,11,1,0,z,0,1001,0,11,0,0,0,0,0,100,1000
16210,z,1000,0,0,0,100,0,0,100,0,0,1001,11,0,1,1001,11,1,0,z,0,1001,0,11,0,0,0,0,1,100,1000
16230,z,1000,0,0,0,100,0,0,100,0,0,1001,11,1,1,1001,11,1,0,z,0,1001,0,11,0,0,0,1,1,100,1000
16250,z,11,1,0,0,1000,0,0,100,1,0,1001,11,1,1,1001,11,1,1,z,0,1001,0,11,0,0,1,1,1,1000,11
16260,z,11,1,0,0,1000,0,0,100,0,0,1001,11,1,1,1001,11,1,0,z,0,1001,0,11,0,0,1,1,1,1000,11
16280,z,11,1,0,0,1000,0,0,100,0,0,1001,11,0,1,1001,11,1,0,z,0,1001,0,11,0,0,1,0,1,1000,11
16300,z,1000,0,0,0,100,0,0,100,1,0,1001,11,0,1,1001,11,1,1,z,0,1001,0,11,0,0,0,0,1,100,1000
16320,z,1000,0,0,0,100,0,0,100,0,0,1001,11,0,1,1010,11,0,0,z,0,1001,0,11,0,0,0,0,1,100,1000
16330,z,1000,0,1,0,100,0,0,100,0,0,1010,11,0,1,1010,11,0,0,z,0,1010,0,11,0,1,0,0,1,100,1000
16350,z,1000,0,1,0,100,0,0,100,0,0,1010,11,0,0,1010,11,0,0,z,0,1010,0,11,0,1,0,0,0,100,1000
16370,z,1000,0,1,0,100,0,0,100,0,0,1010,11,1,0,1010,11,0,0,z,0,1010,0,11,0,1,0,1,0,100,1000
16390,z,11,1,0,0,1000,0,0,100,1,0,1010,11,1,0,1010,11,0,1,z,0,1010,0,11,0,0,1,1,0,1000,11
16400,z,11,1,0,0,1000,0,0,100,0,0,1010,11,1,0,1010,11,0,0,z,0,1010,0,11,0,0,1,1,0,1000,11
16420,z,11,1,0,0,1000,0,0,100,0,0,1010,11,0,0,1010,11,0,0,z,0,1010,0,11,0,0,1,0,0,1000,11
16440,z,1000,0,1,0,100,0,0,100,1,0,1010,11,0,0,1010,11,0,1,z,0,1010,0,11,0,1,0,0,0,100,1000
16460,z,1000,0,1,0,100,0,0,100,0,0,1010,11,0,0,1010,11,1,0,z,0,1010,0,11,0,1,0,0,0,100,1000
16490,z,1000,0,1,0,100,0,0,100,0,0,1010,11,0,1,1010,11,1,0,z,0,1010,0,11,0,1,0,0,1,100,1000
16510,z,1000,0,1,0,100,0,0,100,0,0,1010,11,1,1,1010,11,1,0,z,0,1010,0,11,0,1,0,1,1,100,1000
16530,z,11,1,0,0,1000,0,0,100,1,0,1010,11,1,1,1010,11,1,1,z,0,1010,0,11,0,0,1,1,1,1000,11
16540,z,11,1,0,0,1000,0,0,100,0,0,1010,11,1,1,1010,11,1,0,z,0,1010,0,11,0,0,1,1,1,1000,11
16560,z,11,1,0,0,1000,0,0,100,0,0,1010,11,0,1,1010,11,1,0,z,0,1010,0,11,0,0,1,0,1,1000,11
16580,z,1000,0,1,0,100,0,0,100,1,0,1010,11,0,1,1010,11,1,1,z,0,1010,0,11,0,1,0,0,1,100,1000
16600,z,1000,0,1,0,100,0,0,100,0,0,1010,11,0,1,1011,11,0,0,z,0,1010,0,11,0,1,0,0,1,100,1000
16610,z,1000,0,1,0,100,0,0,100,0,0,1011,11,0,1,1011,11,0,0,z,0,1011,0,11,0,1,0,0,1,100,1000
16630,z,1000,0,1,0,100,0,0,100,0,0,1011,11,0,0,1011,11,0,0,z,0,1011,0,11,0,1,0,0,0,100,1000
16650,z,1000,0,1,0,100,0,0,100,0,0,1011,11,1,0,1011,11,0,0,z,0,1011,0,11,0,1,0,1,0,100,1000
16670,z,11,1,0,0,1000,0,0,100,1,0,1011,11,1,0,1011,11,0,1,z,0,1011,0,11,0,0,1,1,0,1000,11
16680,z,11,1,0,0,1000,0,0,100,0,0,1011,11,1,0,1011,11,0,0,z,0,1011,0,11,0,0,1,1,0,1000,11
16700,z,11,1,0,0,1000,0,0,100,0,0,1011,11,0,0,1011,11,0,0,z,0,1011,0,11,0,0,1,0,0,1000,11
16720,z,1000,0,1,0,100,0,0,100,1,0,1011,11,0,0,1011,11,0,1,z,0,1011,0,11,0,1,0,0,0,100,1000
16740,z,1000,0,1,0,100,0,0,100,0,0,1011,11,0,0,1011,11,1,0,z,0,1011,0,11,0,1,0,0,0,100,1000
16770,z,1000,0,1,0,100,0,0,100,0,0,1011,11,0,1,1011,11,1,0,z,0,1011,0,11,0,1,0,0,1,100,1000
16790,z,1000,0,1,0,100,0,0,100,0,0,1011,11,1,1,1011,11,1,0,z,0,1011,0,11,0,1,0,1,1,100,1000
16810,z,11,1,0,0,1000,0,0,100,1,0,1011,11,1,1,1011,11,1,1,z,0,1011,0,11,0,0,1,1,1,1000,11
16820,z,11,1,0,0,1000,0,0,100,0,0,1011,11,1,1,1011,11,1,0,z,0,1011,0,11,0,0,1,1,1,1000,11
16840,z,11,1,0,0,1000,0,0,100,0,0,1011,11,0,1,1011,11,1,0,z,0,1011,0,11,0,0,1,0,1,1000,11
16860,z,1000,0,1,0,100,0,0,100,1,0,1011,11,0,1,1011,11,1,1,z,0,1011,0,11,0,1,0,0,1,100,1000
16880,z,1000,0,1,0,100,0,0,100,0,0,1011,11,0,1,1100,11,0,0,z,0,1011,0,11,0,1,0,0,1,100,1000
16890,z,1000,0,0,0,100,0,0,100,0,0,1100,11,0,1,1100,11,0,0,z,0,1100,0,11,0,0,0,0,1,100,1000
16910,z,1000,0,0,0,100,0,0,100,0,0,1100,11,0,0,1100,11,0,0,z,0,1100,0,11,0,0,0,0,0,100,1000
16930,z,1000,0,0,0,100,0,0,100,0,0,1100,11,1,0,1100,11,0,0,z,0,1100,0,11,0,0,0,1,0,100,1000
16950,z,11,1,0,0,1000,0,0,100,1,0,1100,11,1,0,1100,11,0,1,z,0,1100,0,11,0,0,1,1,0,1000,11
16960,z,11,1,0,0,1000,0,0,100,0,0,1100,11,1,0,1100,11,0,0,z,0,1100,0,11,0,0,1,1,0,1000,11
16980,z,11,1,0,0,1000,0,0,100,0,0,1100,11,0,0,1100,11,0,0,z,0,1100,0,11,0,0,1,0,0,1000,11
17000,z,1000,0,0,0,100,0,0,100,1,0,1100,11,0,0,1100,11,0,1,z,0,1100,0,11,0,0,0,0,0,100,1000
17020,z,1000,0,0,0,100,0,0,100,0,0,1100,11,0,0,1100,11,1,0,z,0,1100,0,11,0,0,0,0,0,100,1000
17050,z,1000,0,0,0,100,0,0,100,0,0,1100,11,0,1,1100,11,1,0,z,0,1100,0,11,0,0,0,0,1,100,1000
17070,z,1000,0,0,0,100,0,0,100,0,0,1100,11,1,1,1100,11,1,0,z,0,1100,0,11,0,0,0,1,1,100,1000
17090,z,11,1,0,0,1000,0,0,100,1,0,1100,11,1,1,1100,11,1,1,z,0,1100,0,11,0,0,1,1,1,1000,11
17100,z,11,1,0,0,1000,0,0,100,0,0,1100,11,1,1,1100,11,1,0,z,0,1100,0,11,0,0,1,1,1,1000,11
17120,z,11,1,0,0,1000,0,0,100,0,0,1100,11,0,1,1100,11,1,0,z,0,1100,0,11,0,0,1,0,1,1000,11
