time,SMControlTest.done,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.continue,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.to_visit[15:0],SMControlTest.visited[15:0],SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.stop_loop[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
330,z,1,0,0,1,10,1,1,1,100,0,0,1,0,0,0,11,0,1,0,0,0,0,z,1,1,1,0,1,0,0,0,0,10,1
350,z,1,0,0,1,10,1,1,1,100,0,0,1,0,1,0,11,0,1,0,0,0,0,z,1,1,1,0,1,0,0,1,0,10,1
370,z,0,0,0,0,0,0,0,1,100,1,0,1,0,1,0,11,0,1,0,0,0,1,z,0,1,0,0,0,0,0,1,0,0,0
380,z,0,0,0,0,0,0,0,1,100,0,0,1,0,1,0,11,0,1,0,0,0,0,z,0,1,0,0,0,0,0,1,0,0,0
400,z,0,0,0,0,0,0,0,1,100,0,0,1,0,0,0,11,0,1,0,0,0,0,z,0,1,0,0,0,0,0,0,0,0,0
420,z,0,0,0,0,0,0,0,1,100,1,0,1,0,0,0,11,0,1,0,0,0,1,z,0,1,0,0,0,0,0,0,0,0,0
440,z,0,0,0,0,0,0,0,1,100,0,0,1,0,0,0,11,0,1,0,1,0,0,z,0,1,0,0,0,0,0,0,0,0,0
470,z,0,0,0,0,1,0,0,1,100,0,0,1,0,0,1,11,0,1,0,1,0,0,z,0,1,0,0,0,0,0,0,1,1,0
490,z,0,0,0,0,1,0,0,1,100,0,0,1,0,1,1,11,0,1,0,1,0,0,z,0,1,0,0,0,0,0,1,1,1,0
510,z,0,0,0,0,1,0,0,1,100,1,0,1,0,1,1,11,0,1,0,1,0,1,z,0,1,0,0,0,0,0,1,1,1,0
560,z,1,0,0,1,10,1,1,1,100,1,0,1,0,0,1,11,0,1,0,1,0,1,z,1,1,1,0,1,0,0,0,1,10,1
570,z,1,0,0,1,10,1,1,1,100,0,0,1,0,0,1,11,0,1,0,1,0,0,z,1,1,1,0,1,0,0,0,1,10,1
580,z,1,0,0,1,10,1,1,1,100,0,0,1,0,0,1,11,0,10,0,0,0,0,z,1,1,1,0,1,0,0,0,1,10,1
590,z,1,0,0,1,10,1,1,1,100,0,0,10,0,0,1,11,0,10,0,0,0,0,z,1,10,1,0,1,0,0,0,1,10,1
610,z,1,0,0,1,10,1,1,1,100,0,0,10,0,0,0,11,0,10,0,0,0,0,z,1,10,1,0,1,0,0,0,0,10,1
630,z,1,0,0,1,10,1,1,1,100,0,0,10,0,1,0,11,0,10,0,0,0,0,z,1,10,1,0,1,0,0,1,0,10,1
650,z,0,0,0,0,0,0,0,1,100,1,0,10,0,1,0,11,0,10,0,0,0,1,z,0,10,0,0,0,0,0,1,0,0,0
660,z,0,0,0,0,0,0,0,1,100,0,0,10,0,1,0,11,0,10,0,0,0,0,z,0,10,0,0,0,0,0,1,0,0,0
680,z,0,0,0,0,0,0,0,1,100,0,0,10,0,0,0,11,0,10,0,0,0,0,z,0,10,0,0,0,0,0,0,0,0,0
700,z,0,0,0,0,0,0,0,1,100,1,0,10,0,0,0,11,0,10,0,0,0,1,z,0,10,0,0,0,0,0,0,0,0,0
720,z,0,0,0,0,0,0,0,1,100,0,0,10,0,0,0,11,0,10,0,1,0,0,z,0,10,0,0,0,0,0,0,0,0,0
750,z,0,0,0,0,1,0,0,1,100,0,0,10,0,0,1,11,0,10,0,1,0,0,z,0,10,0,0,0,0,0,0,1,1,0
770,z,0,0,0,0,1,0,0,1,100,0,0,10,0,1,1,11,0,10,0,1,0,0,z,0,10,0,0,0,0,0,1,1,1,0
790,z,0,0,0,0,1,0,0,1,100,1,0,10,0,1,1,11,0,10,0,1,0,1,z,0,10,0,0,0,0,0,1,1,1,0
840,z,1,0,0,1,10,1,1,1,100,1,0,10,0,0,1,11,0,10,0,1,0,1,z,1,10,1,0,1,0,0,0,1,10,1
850,z,1,0,0,1,10,1,1,1,100,0,0,10,0,0,1,11,0,10,0,1,0,0,z,1,10,1,0,1,0,0,0,1,10,1
860,z,1,0,0,1,10,1,1,1,100,0,0,10,0,0,1,11,0,11,0,0,0,0,z,1,10,1,0,1,0,0,0,1,10,1
870,z,1,0,0,1,10,1,1,1,100,0,0,11,0,0,1,11,0,11,0,0,0,0,z,1,11,1,0,1,0,0,0,1,10,1
890,z,1,0,0,1,10,1,1,1,100,0,0,11,0,0,0,11,0,11,0,0,0,0,z,1,11,1,0,1,0,0,0,0,10,1
910,z,1,0,0,1,10,1,1,1,100,0,0,11,0,1,0,11,0,11,0,0,0,0,z,1,11,1,0,1,0,0,1,0,10,1
930,z,0,0,0,0,0,0,0,1,100,1,0,11,0,1,0,11,0,11,0,0,0,1,z,0,11,0,0,0,0,0,1,0,0,0
940,z,0,0,0,0,0,0,0,1,100,0,0,11,0,1,0,11,0,11,0,0,0,0,z,0,11,0,0,0,0,0,1,0,0,0
960,z,0,0,0,0,0,0,0,1,100,0,0,11,0,0,0,11,0,11,0,0,0,0,z,0,11,0,0,0,0,0,0,0,0,0
980,z,0,0,0,0,0,0,0,1,100,1,0,11,0,0,0,11,0,11,0,0,0,1,z,0,11,0,0,0,0,0,0,0,0,0
1000,z,0,0,0,0,0,0,0,1,100,0,0,11,0,0,0,11,0,11,0,1,0,0,z,0,11,0,0,0,0,0,0,0,0,0
1030,z,0,0,0,0,1,0,0,1,100,0,0,11,0,0,1,11,0,11,0,1,0,0,z,0,11,0,0,0,0,0,0,1,1,0
1050,z,0,0,0,0,1,0,0,1,100,0,0,11,0,1,1,11,0,11,0,1,0,0,z,0,11,0,0,0,0,0,1,1,1,0
1070,z,0,0,0,0,1,0,0,1,100,1,0,11,0,1,1,11,0,11,0,1,0,1,z,0,11,0,0,0,0,0,1,1,1,0
1120,z,1,0,0,1,10,1,1,1,100,1,0,11,0,0,1,11,0,11,0,1,0,1,z,1,11,1,0,1,0,0,0,1,10,1
1130,z,1,0,0,1,10,1,1,1,100,0,0,11,0,0,1,11,0,11,0,1,0,0,z,1,11,1,0,1,0,0,0,1,10,1
1140,z,1,0,0,1,10,1,1,1,100,0,0,11,0,0,1,11,0,100,0,0,0,0,z,1,11,1,0,1,0,0,0,1,10,1
1150,z,1,0,0,1,10,1,1,1,100,0,0,100,0,0,1,11,0,100,0,0,0,0,z,1,100,1,0,1,0,0,0,1,10,1
1170,z,1,0,0,1,10,1,1,1,100,0,0,100,0,0,0,11,0,100,0,0,0,0,z,1,100,1,0,1,0,0,0,0,10,1
1190,z,1,0,0,1,10,1,1,1,100,0,0,100,0,1,0,11,0,100,0,0,0,0,z,1,100,1,0,1,0,0,1,0,10,1
1210,z,0,0,0,0,0,0,0,1,100,1,0,100,0,1,0,11,0,100,0,0,0,1,z,0,100,0,0,0,0,0,1,0,0,0
1220,z,0,0,0,0,0,0,0,1,100,0,0,100,0,1,0,11,0,100,0,0,0,0,z,0,100,0,0,0,0,0,1,0,0,0
1240,z,0,0,0,0,0,0,0,1,100,0,0,100,0,0,0,11,0,100,0,0,0,0,z,0,100,0,0,0,0,0,0,0,0,0
1260,z,0,0,0,0,0,0,0,1,100,1,0,100,0,0,0,11,0,100,0,0,0,1,z,0,100,0,0,0,0,0,0,0,0,0
1280,z,0,0,0,0,0,0,0,1,100,0,0,100,0,0,0,11,0,100,0,1,0,0,z,0,100,0,0,0,0,0,0,0,0,0
1310,z,0,0,0,0,1,0,0,1,100,0,0,100,0,0,1,11,0,100,0,1,0,0,z,0,100,0,0,0,0,0,0,1,1,0
1330,z,0,0,0,0,1,0,0,1,100,0,0,100,0,1,1,11,0,100,0,1,0,0,z,0,100,0,0,0,0,0,1,1,1,0
1350,z,0,0,0,0,1,0,0,1,100,1,0,100,0,1,1,11,0,100,0,1,0,1,z,0,100,0,0,0,0,0,1,1,1,0
1400,z,1,0,0,1,10,1,1,1,100,1,0,100,0,0,1,11,0,100,0,1,0,1,z,1,100,1,0,1,0,0,0,1,10,1
1410,z,1,0,0,1,10,1,1,1,100,0,0,100,0,0,1,11,0,100,0,1,0,0,z,1,100,1,0,1,0,0,0,1,10,1
1420,z,1,0,0,1,10,1,1,1,100,0,0,100,0,0,1,11,0,101,0,0,0,0,z,1,100,1,0,1,0,0,0,1,10,1
1430,z,1,0,0,1,10,1,1,1,100,0,0,101,0,0,1,11,0,101,0,0,0,0,z,1,101,1,0,1,0,0,0,1,10,1
1450,z,1,0,0,1,10,1,1,1,100,0,0,101,0,0,0,11,0,101,0,0,0,0,z,1,101,1,0,1,0,0,0,0,10,1
1470,z,1,0,0,1,10,1,1,1,100,0,0,101,0,1,0,11,0,101,0,0,0,0,z,1,101,1,0,1,0,0,1,0,10,1
1490,z,0,0,0,0,0,0,0,1,100,1,0,101,0,1,0,11,0,101,0,0,0,1,z,0,101,0,0,0,0,0,1,0,0,0
1500,z,0,0,0,0,0,0,0,1,100,0,0,101,0,1,0,11,0,101,0,0,0,0,z,0,101,0,0,0,0,0,1,0,0,0
1520,z,0,0,0,0,0,0,0,1,100,0,0,101,0,0,0,11,0,101,0,0,0,0,z,0,101,0,0,0,0,0,0,0,0,0
1540,z,0,0,0,0,0,0,0,1,100,1,0,101,0,0,0,11,0,101,0,0,0,1,z,0,101,0,0,0,0,0,0,0,0,0
1560,z,0,0,0,0,0,0,0,1,100,0,0,101,0,0,0,11,0,101,0,1,0,0,z,0,101,0,0,0,0,0,0,0,0,0
1590,z,0,0,0,0,1,0,0,1,100,0,0,101,0,0,1,11,0,101,0,1,0,0,z,0,101,0,0,0,0,0,0,1,1,0
1610,z,0,0,0,0,1,0,0,1,100,0,0,101,0,1,1,11,0,101,0,1,0,0,z,0,101,0,0,0,0,0,1,1,1,0
1630,z,0,0,0,0,1,0,0,1,100,1,0,101,0,1,1,11,0,101,0,1,0,1,z,0,101,0,0,0,0,0,1,1,1,0
1680,z,1,0,0,1,10,1,1,1,100,1,0,101,0,0,1,11,0,101,0,1,0,1,z,1,101,1,0,1,0,0,0,1,10,1
1690,z,1,0,0,1,10,1,1,1,100,0,0,101,0,0,1,11,0,101,0,1,0,0,z,1,101,1,0,1,0,0,0,1,10,1
1700,z,1,0,0,1,10,1,1,1,100,0,0,101,0,0,1,11,0,110,0,0,0,0,z,1,101,1,0,1,0,0,0,1,10,1
1710,z,1,0,0,1,10,1,1,1,100,0,0,110,0,0,1,11,0,110,0,0,0,0,z,1,110,1,0,1,0,0,0,1,10,1
1730,z,1,0,0,1,10,1,1,1,100,0,0,110,0,0,0,11,0,110,0,0,0,0,z,1,110,1,0,1,0,0,0,0,10,1
1750,z,1,0,0,1,10,1,1,1,100,0,0,110,0,1,0,11,0,110,0,0,0,0,z,1,110,1,0,1,0,0,1,0,10,1
1770,z,0,0,0,0,0,0,0,1,100,1,0,110,0,1,0,11,0,110,0,0,0,1,z,0,110,0,0,0,0,0,1,0,0,0
1780,z,0,0,0,0,0,0,0,1,100,0,0,110,0,1,0,11,0,110,0,0,0,0,z,0,110,0,0,0,0,0,1,0,0,0
1800,z,0,0,0,0,0,0,0,1,100,0,0,110,0,0,0,11,0,110,0,0,0,0,z,0,110,0,0,0,0,0,0,0,0,0
1820,z,0,0,0,0,0,0,0,1,100,1,0,110,0,0,0,11,0,110,0,0,0,1,z,0,110,0,0,0,0,0,0,0,0,0
1840,z,0,0,0,0,0,0,0,1,100,0,0,110,0,0,0,11,0,110,0,1,0,0,z,0,110,0,0,0,0,0,0,0,0,0
1870,z,0,0,0,0,1,0,0,1,100,0,0,110,0,0,1,11,0,110,0,1,0,0,z,0,110,0,0,0,0,0,0,1,1,0
1890,z,0,0,0,0,1,0,0,1,100,0,0,110,0,1,1,11,0,110,0,1,0,0,z,0,110,0,0,0,0,0,1,1,1,0
1910,z,0,0,0,0,1,0,0,1,100,1,0,110,0,1,1,11,0,110,0,1,0,1,z,0,110,0,0,0,0,0,1,1,1,0
1960,z,1,0,0,1,10,1,1,1,100,1,0,110,0,0,1,11,0,110,0,1,0,1,z,1,110,1,0,1,0,0,0,1,10,1
1970,z,1,0,0,1,10,1,1,1,100,0,0,110,0,0,1,11,0,110,0,1,0,0,z,1,110,1,0,1,0,0,0,1,10,1
1980,z,1,0,0,1,10,1,1,1,100,0,0,110,0,0,1,11,0,111,0,0,0,0,z,1,110,1,0,1,0,0,0,1,10,1
1990,z,1,0,0,1,10,1,1,1,100,0,0,111,0,0,1,11,0,111,0,0,0,0,z,1,111,1,0,1,0,0,0,1,10,1
2010,z,1,0,0,1,10,1,1,1,100,0,0,111,0,0,0,11,0,111,0,0,0,0,z,1,111,1,0,1,0,0,0,0,10,1
2030,z,1,0,0,1,10,1,1,1,100,0,0,111,0,1,0,11,0,111,0,0,0,0,z,1,111,1,0,1,0,0,1,0,10,1
2050,z,0,0,0,0,0,0,0,1,100,1,0,111,0,1,0,11,0,111,0,0,0,1,z,0,111,0,0,0,0,0,1,0,0,0
2060,z,0,0,0,0,0,0,0,1,100,0,0,111,0,1,0,11,0,111,0,0,0,0,z,0,111,0,0,0,0,0,1,0,0,0
2080,z,0,0,0,0,0,0,0,1,100,0,0,111,0,0,0,11,0,111,0,0,0,0,z,0,111,0,0,0,0,0,0,0,0,0
2100,z,0,0,0,0,0,0,0,1,100,1,0,111,0,0,0,11,0,111,0,0,0,1,z,0,111,0,0,0,0,0,0,0,0,0
2120,z,0,0,0,0,0,0,0,1,100,0,0,111,0,0,0,11,0,111,0,1,0,0,z,0,111,0,0,0,0,0,0,0,0,0
2150,z,0,0,0,0,1,0,0,1,100,0,0,111,0,0,1,11,0,111,0,1,0,0,z,0,111,0,0,0,0,0,0,1,1,0
2170,z,0,0,0,0,1,0,0,1,100,0,0,111,0,1,1,11,0,111,0,1,0,0,z,0,111,0,0,0,0,0,1,1,1,0
2190,z,0,0,0,0,1,0,0,1,100,1,0,111,0,1,1,11,0,111,0,1,0,1,z,0,111,0,0,0,0,0,1,1,1,0
2240,z,1,0,0,1,10,1,1,1,100,1,0,111,0,0,1,11,0,111,0,1,0,1,z,1,111,1,0,1,0,0,0,1,10,1
2250,z,1,0,0,1,10,1,1,1,100,0,0,111,0,0,1,11,0,111,0,1,0,0,z,1,111,1,0,1,0,0,0,1,10,1
2260,z,1,0,0,1,10,1,1,1,100,0,0,111,0,0,1,11,0,1000,0,0,0,0,z,1,111,1,0,1,0,0,0,1,10,1
2270,z,1,0,0,1,10,1,1,1,100,0,0,1000,0,0,1,11,0,1000,0,0,0,0,z,1,1000,1,0,1,0,0,0,1,10,1
2290,z,1,0,0,1,10,1,1,1,100,0,0,1000,0,0,0,11,0,1000,0,0,0,0,z,1,1000,1,0,1,0,0,0,0,10,1
2310,z,1,0,0,1,10,1,1,1,100,0,0,1000,0,1,0,11,0,1000,0,0,0,0,z,1,1000,1,0,1,0,0,1,0,10,1
2330,z,0,0,0,0,0,0,0,1,100,1,0,1000,0,1,0,11,0,1000,0,0,0,1,z,0,1000,0,0,0,0,0,1,0,0,0
2340,z,0,0,0,0,0,0,0,1,100,0,0,1000,0,1,0,11,0,1000,0,0,0,0,z,0,1000,0,0,0,0,0,1,0,0,0
2360,z,0,0,0,0,0,0,0,1,100,0,0,1000,0,0,0,11,0,1000,0,0,0,0,z,0,1000,0,0,0,0,0,0,0,0,0
2380,z,0,0,0,0,0,0,0,1,100,1,0,1000,0,0,0,11,0,1000,0,0,0,1,z,0,1000,0,0,0,0,0,0,0,0,0
2400,z,0,0,0,0,0,0,0,1,100,0,0,1000,0,0,0,11,0,1000,0,1,0,0,z,0,1000,0,0,0,0,0,0,0,0,0
2430,z,0,0,0,0,1,0,0,1,100,0,0,1000,0,0,1,11,0,1000,0,1,0,0,z,0,1000,0,0,0,0,0,0,1,1,0
2450,z,0,0,0,0,1,0,0,1,100,0,0,1000,0,1,1,11,0,1000,0,1,0,0,z,0,1000,0,0,0,0,0,1,1,1,0
2470,z,0,0,0,0,1,0,0,1,100,1,0,1000,0,1,1,11,0,1000,0,1,0,1,z,0,1000,0,0,0,0,0,1,1,1,0
2520,z,1,0,0,1,10,1,1,1,100,1,0,1000,0,0,1,11,0,1000,0,1,0,1,z,1,1000,1,0,1,0,0,0,1,10,1
2530,z,1,0,0,1,10,1,1,1,100,0,0,1000,0,0,1,11,0,1000,0,1,0,0,z,1,1000,1,0,1,0,0,0,1,10,1
2540,z,1,0,0,1,10,1,1,1,100,0,0,1000,0,0,1,11,0,1001,0,0,0,0,z,1,1000,1,0,1,0,0,0,1,10,1
2550,z,1,0,0,1,10,1,1,1,100,0,0,1001,0,0,1,11,0,1001,0,0,0,0,z,1,1001,1,0,1,0,0,0,1,10,1
2570,z,1,0,0,1,10,1,1,1,100,0,0,1001,0,0,0,11,0,1001,0,0,0,0,z,1,1001,1,0,1,0,0,0,0,10,1
2590,z,1,0,0,1,10,1,1,1,100,0,0,1001,0,1,0,11,0,1001,0,0,0,0,z,1,1001,1,0,1,0,0,1,0,10,1
2610,z,0,0,0,0,0,0,0,1,100,1,0,1001,0,1,0,11,0,1001,0,0,0,1,z,0,1001,0,0,0,0,0,1,0,0,0
2620,z,0,0,0,0,0,0,0,1,100,0,0,1001,0,1,0,11,0,1001,0,0,0,0,z,0,1001,0,0,0,0,0,1,0,0,0
2640,z,0,0,0,0,0,0,0,1,100,0,0,1001,0,0,0,11,0,1001,0,0,0,0,z,0,1001,0,0,0,0,0,0,0,0,0
2660,z,0,0,0,0,0,0,0,1,100,1,0,1001,0,0,0,11,0,1001,0,0,0,1,z,0,1001,0,0,0,0,0,0,0,0,0
2680,z,0,0,0,0,0,0,0,1,100,0,0,1001,0,0,0,11,0,1001,0,1,0,0,z,0,1001,0,0,0,0,0,0,0,0,0
2710,z,0,0,0,0,1,0,0,1,100,0,0,1001,0,0,1,11,0,1001,0,1,0,0,z,0,1001,0,0,0,0,0,0,1,1,0
2730,z,0,0,0,0,1,0,0,1,100,0,0,1001,0,1,1,11,0,1001,0,1,0,0,z,0,1001,0,0,0,0,0,1,1,1,0
2750,z,0,0,0,0,1,0,0,1,100,1,0,1001,0,1,1,11,0,1001,0,1,0,1,z,0,1001,0,0,0,0,0,1,1,1,0
2800,z,1,0,0,1,10,1,1,1,100,1,0,1001,0,0,1,11,0,1001,0,1,0,1,z,1,1001,1,0,1,0,0,0,1,10,1
2810,z,1,0,0,1,10,1,1,1,100,0,0,1001,0,0,1,11,0,1001,0,1,0,0,z,1,1001,1,0,1,0,0,0,1,10,1
2820,z,1,0,0,1,10,1,1,1,100,0,0,1001,0,0,1,11,0,1010,0,0,0,0,z,1,1001,1,0,1,0,0,0,1,10,1
2830,z,1,0,0,1,10,1,1,1,100,0,0,1010,0,0,1,11,0,1010,0,0,0,0,z,1,1010,1,0,1,0,0,0,1,10,1
2850,z,1,0,0,1,10,1,1,1,100,0,0,1010,0,0,0,11,0,1010,0,0,0,0,z,1,1010,1,0,1,0,0,0,0,10,1
2870,z,1,0,0,1,10,1,1,1,100,0,0,1010,0,1,0,11,0,1010,0,0,0,0,z,1,1010,1,0,1,0,0,1,0,10,1
2890,z,0,0,0,0,0,0,0,1,100,1,0,1010,0,1,0,11,0,1010,0,0,0,1,z,0,1010,0,0,0,0,0,1,0,0,0
2900,z,0,0,0,0,0,0,0,1,100,0,0,1010,0,1,0,11,0,1010,0,0,0,0,z,0,1010,0,0,0,0,0,1,0,0,0
2920,z,0,0,0,0,0,0,0,1,100,0,0,1010,0,0,0,11,0,1010,0,0,0,0,z,0,1010,0,0,0,0,0,0,0,0,0
2940,z,0,0,0,0,0,0,0,1,100,1,0,1010,0,0,0,11,0,1010,0,0,0,1,z,0,1010,0,0,0,0,0,0,0,0,0
2960,z,0,0,0,0,0,0,0,1,100,0,0,1010,0,0,0,11,0,1010,0,1,0,0,z,0,1010,0,0,0,0,0,0,0,0,0
2990,z,0,0,0,0,1,0,0,1,100,0,0,1010,0,0,1,11,0,1010,0,1,0,0,z,0,1010,0,0,0,0,0,0,1,1,0
3010,z,0,0,0,0,1,0,0,1,100,0,0,1010,0,1,1,11,0,1010,0,1,0,0,z,0,1010,0,0,0,0,0,1,1,1,0
3030,z,0,0,0,0,1,0,0,1,100,1,0,1010,0,1,1,11,0,1010,0,1,0,1,z,0,1010,0,0,0,0,0,1,1,1,0
3080,z,1,0,0,1,10,1,1,1,100,1,0,1010,0,0,1,11,0,1010,0,1,0,1,z,1,1010,1,0,1,0,0,0,1,10,1
3090,z,1,0,0,1,10,1,1,1,100,0,0,1010,0,0,1,11,0,1010,0,1,0,0,z,1,1010,1,0,1,0,0,0,1,10,1
3100,z,1,0,0,1,10,1,1,1,100,0,0,1010,0,0,1,11,0,1011,0,0,0,0,z,1,1010,1,0,1,0,0,0,1,10,1
3110,z,1,0,0,1,10,1,1,1,100,0,0,1011,0,0,1,11,0,1011,0,0,0,0,z,1,1011,1,0,1,0,0,0,1,10,1
3130,z,1,0,0,1,10,1,1,1,100,0,0,1011,0,0,0,11,0,1011,0,0,0,0,z,1,1011,1,0,1,0,0,0,0,10,1
3150,z,1,0,0,1,10,1,1,1,100,0,0,1011,0,1,0,11,0,1011,0,0,0,0,z,1,1011,1,0,1,0,0,1,0,10,1
3170,z,0,0,0,0,0,0,0,1,100,1,0,1011,0,1,0,11,0,1011,0,0,0,1,z,0,1011,0,0,0,0,0,1,0,0,0
3180,z,0,0,0,0,0,0,0,1,100,0,0,1011,0,1,0,11,0,1011,0,0,0,0,z,0,1011,0,0,0,0,0,1,0,0,0
3200,z,0,0,0,0,0,0,0,1,100,0,0,1011,0,0,0,11,0,1011,0,0,0,0,z,0,1011,0,0,0,0,0,0,0,0,0
3220,z,0,0,0,0,0,0,0,1,100,1,0,1011,0,0,0,11,0,1011,0,0,0,1,z,0,1011,0,0,0,0,0,0,0,0,0
3240,z,0,0,0,0,0,0,0,1,100,0,0,1011,0,0,0,11,0,1011,0,1,0,0,z,0,1011,0,0,0,0,0,0,0,0,0
3270,z,0,0,0,0,1,0,0,1,100,0,0,1011,0,0,1,11,0,1011,0,1,0,0,z,0,1011,0,0,0,0,0,0,1,1,0
3290,z,0,0,0,0,1,0,0,1,100,0,0,1011,0,1,1,11,0,1011,0,1,0,0,z,0,1011,0,0,0,0,0,1,1,1,0
3310,z,0,0,0,0,1,0,0,1,100,1,0,1011,0,1,1,11,0,1011,0,1,0,1,z,0,1011,0,0,0,0,0,1,1,1,0
3360,z,1,0,0,1,10,1,1,1,100,1,0,1011,0,0,1,11,0,1011,0,1,0,1,z,1,1011,1,0,1,0,0,0,1,10,1
3370,z,1,0,0,1,10,1,1,1,100,0,0,1011,0,0,1,11,0,1011,0,1,0,0,z,1,1011,1,0,1,0,0,0,1,10,1
3380,z,1,0,0,1,10,1,1,1,100,0,0,1011,0,0,1,11,0,1100,0,0,0,0,z,1,1011,1,0,1,0,0,0,1,10,1
3390,z,1,0,0,1,10,1,1,1,100,0,0,1100,0,0,1,11,0,1100,0,0,0,0,z,1,1100,1,0,1,0,0,0,1,10,1
3410,z,1,0,0,1,10,1,1,1,100,0,0,1100,0,0,0,11,0,1100,0,0,0,0,z,1,1100,1,0,1,0,0,0,0,10,1
3430,z,1,0,0,1,10,1,1,1,100,0,0,1100,0,1,0,11,0,1100,0,0,0,0,z,1,1100,1,0,1,0,0,1,0,10,1
3450,z,0,0,0,0,0,0,0,1,100,1,0,1100,0,1,0,11,0,1100,0,0,0,1,z,0,1100,0,0,0,0,0,1,0,0,0
3460,z,0,0,0,0,0,0,0,1,100,0,0,1100,0,1,0,11,0,1100,0,0,0,0,z,0,1100,0,0,0,0,0,1,0,0,0
3480,z,0,0,0,0,0,0,0,1,100,0,0,1100,0,0,0,11,0,1100,0,0,0,0,z,0,1100,0,0,0,0,0,0,0,0,0
3500,z,0,0,0,0,0,0,0,1,100,1,0,1100,0,0,0,11,0,1100,0,0,0,1,z,0,1100,0,0,0,0,0,0,0,0,0
3520,z,0,0,0,0,0,0,0,1,100,0,0,1100,0,0,0,11,0,1100,0,1,0,0,z,0,1100,0,0,0,0,0,0,0,0,0
3550,z,0,0,0,0,1,0,0,1,100,0,0,1100,0,0,1,11,0,1100,0,1,0,0,z,0,1100,0,0,0,0,0,0,1,1,0
3570,z,0,0,0,0,1,0,0,1,100,0,0,1100,0,1,1,11,0,1100,0,1,0,0,z,0,1100,0,0,0,0,0,1,1,1,0
3590,z,0,0,0,0,1,0,0,1,100,1,0,1100,0,1,1,11,0,1100,0,1,0,1,z,0,1100,0,0,0,0,0,1,1,1,0
3640,z,1,0,0,1,10,1,1,1,100,1,0,1100,0,0,1,11,0,1100,0,1,0,1,z,1,1100,1,0,1,0,0,0,1,10,1
