time,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.done,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
2990,0,0,0,0,1,0,0,0,100,0,0,1010,0,0,1,1010,0,1,0,0,0,1010,0,0,0,0,0,0,1,1,0
3010,0,0,0,0,1,0,0,0,100,0,0,1010,0,1,1,1010,0,1,0,0,0,1010,0,0,0,0,0,1,1,1,0
3030,0,0,0,0,1,0,0,0,100,1,0,1010,0,1,1,1010,0,1,1,0,0,1010,0,0,0,0,0,1,1,1,0
3040,0,0,0,0,1,0,0,0,100,0,0,1010,0,1,1,1010,0,1,0,0,0,1010,0,0,0,0,0,1,1,1,0
3060,0,0,0,0,1,0,0,0,100,0,0,1010,0,0,1,1010,0,1,0,0,0,1010,0,0,0,0,0,0,1,1,0
3080,1,0,0,1,10,1,1,0,100,1,0,1010,0,0,1,1010,0,1,1,0,1,1010,1,0,1,0,0,0,1,10,1
3090,1,0,0,1,10,1,1,0,100,0,0,1010,0,0,1,1010,0,1,0,0,1,1010,1,0,1,0,0,0,1,10,1
3100,1,0,0,1,10,1,1,0,100,0,0,1010,0,0,1,1011,0,0,0,0,1,1010,1,0,1,0,0,0,1,10,1
3110,1,0,0,1,10,1,1,0,100,0,0,1011,0,0,1,1011,0,0,0,0,1,1011,1,0,1,0,0,0,1,10,1
3130,1,0,0,1,10,1,1,0,100,0,0,1011,0,0,0,1011,0,0,0,0,1,1011,1,0,1,0,0,0,0,10,1
3150,1,0,0,1,10,1,1,0,100,0,0,1011,0,1,0,1011,0,0,0,0,1,1011,1,0,1,0,0,1,0,10,1
3170,0,0,0,0,0,0,0,0,100,1,0,1011,0,1,0,1011,0,0,1,0,0,1011,0,0,0,0,0,1,0,0,0
3180,0,0,0,0,0,0,0,0,100,0,0,1011,0,1,0,1011,0,0,0,0,0,1011,0,0,0,0,0,1,0,0,0
3200,0,0,0,0,0,0,0,0,100,0,0,1011,0,0,0,1011,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
3220,0,0,0,0,0,0,0,0,100,1,0,1011,0,0,0,1011,0,0,1,0,0,1011,0,0,0,0,0,0,0,0,0
3230,0,0,0,0,0,0,0,0,100,0,0,1011,0,0,0,1011,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
3240,0,0,0,0,0,0,0,0,100,0,0,1011,0,0,0,1011,0,1,0,0,0,1011,0,0,0,0,0,0,0,0,0
3270,0,0,0,0,1,0,0,0,100,0,0,1011,0,0,1,1011,0,1,0,0,0,1011,0,0,0,0,0,0,1,1,0
3290,0,0,0,0,1,0,0,0,100,0,0,1011,0,1,1,1011,0,1,0,0,0,1011,0,0,0,0,0,1,1,1,0
3310,0,0,0,0,1,0,0,0,100,1,0,1011,0,1,1,1011,0,1,1,0,0,1011,0,0,0,0,0,1,1,1,0
3320,0,0,0,0,1,0,0,0,100,0,0,1011,0,1,1,1011,0,1,0,0,0,1011,0,0,0,0,0,1,1,1,0
3340,0,0,0,0,1,0,0,0,100,0,0,1011,0,0,1,1011,0,1,0,0,0,1011,0,0,0,0,0,0,1,1,0
3360,1,0,0,1,10,1,1,0,100,1,0,1011,0,0,1,1011,0,1,1,0,1,1011,1,0,1,0,0,0,1,10,1
3370,1,0,0,1,10,1,1,0,100,0,0,1011,0,0,1,1011,0,1,0,0,1,1011,1,0,1,0,0,0,1,10,1
3380,1,0,0,1,10,1,1,0,100,0,0,1011,0,0,1,1100,0,0,0,0,1,1011,1,0,1,0,0,0,1,10,1
3390,1,0,0,1,10,1,1,0,100,0,0,1100,0,0,1,1100,0,0,0,0,1,1100,1,0,1,0,0,0,1,10,1
3410,1,0,0,1,10,1,1,0,100,0,0,1100,0,0,0,1100,0,0,0,0,1,1100,1,0,1,0,0,0,0,10,1
3430,1,0,0,1,10,1,1,0,100,0,0,1100,0,1,0,1100,0,0,0,0,1,1100,1,0,1,0,0,1,0,10,1
3450,0,0,0,0,0,0,0,0,100,1,0,1100,0,1,0,1100,0,0,1,0,0,1100,0,0,0,0,0,1,0,0,0
3460,0,0,0,0,0,0,0,0,100,0,0,1100,0,1,0,1100,0,0,0,0,0,1100,0,0,0,0,0,1,0,0,0
3480,0,0,0,0,0,0,0,0,100,0,0,1100,0,0,0,1100,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0
3500,0,0,0,0,0,0,0,0,100,1,0,1100,0,0,0,1100,0,0,1,0,0,1100,0,0,0,0,0,0,0,0,0
3510,0,0,0,0,0,0,0,0,100,0,0,1100,0,0,0,1100,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0
3520,0,0,0,0,0,0,0,0,100,0,0,1100,0,0,0,1100,0,1,0,0,0,1100,0,0,0,0,0,0,0,0,0
3550,0,0,0,0,1,0,0,0,100,0,0,1100,0,0,1,1100,0,1,0,0,0,1100,0,0,0,0,0,0,1,1,0
3570,0,0,0,0,1,0,0,0,100,0,0,1100,0,1,1,1100,0,1,0,0,0,1100,0,0,0,0,0,1,1,1,0
3590,0,0,0,0,1,0,0,0,100,1,0,1100,0,1,1,1100,0,1,1,0,0,1100,0,0,0,0,0,1,1,1,0
3600,0,0,0,0,1,0,0,0,100,0,0,1100,0,1,1,1100,0,1,0,0,0,1100,0,0,0,0,0,1,1,1,0
3620,0,0,0,0,1,0,0,0,100,0,0,1100,0,0,1,1100,0,1,0,0,0,1100,0,0,0,0,0,0,1,1,0
3640,1,0,0,1,10,1,1,0,100,1,0,1100,0,0,1,1100,0,1,1,0,1,1100,1,0,1,0,0,0,1,10,1
3650,1,0,0,1,10,1,1,0,100,0,0,1100,0,0,1,1100,0,1,0,0,1,1100,1,0,1,0,0,0,1,10,1
3660,1,0,0,1,10,1,1,0,100,0,0,1100,0,0,1,1101,0,0,0,0,1,1100,1,0,1,0,0,0,1,10,1
3670,1,0,0,1,10,1,1,0,100,0,0,1101,0,0,1,1101,0,0,0,0,1,1101,1,0,1,0,0,0,1,10,1
3690,1,0,0,1,10,1,1,0,100,0,0,1101,0,0,0,1101,0,0,0,0,1,1101,1,0,1,0,0,0,0,10,1
3710,1,0,0,1,10,1,1,0,100,0,0,1101,0,1,0,1101,0,0,0,0,1,1101,1,0,1,0,0,1,0,10,1
3730,0,0,0,0,0,0,0,0,100,1,0,1101,0,1,0,1101,0,0,1,0,0,1101,0,0,0,0,0,1,0,0,0
3740,0,0,0,0,0,0,0,0,100,0,0,1101,0,1,0,1101,0,0,0,0,0,1101,0,0,0,0,0,1,0,0,0
3760,0,0,0,0,0,0,0,0,100,0,0,1101,0,0,0,1101,0,0,0,0,0,1101,0,0,0,0,0,0,0,0,0
3780,0,0,0,0,0,0,0,0,100,1,0,1101,0,0,0,1101,0,0,1,0,0,1101,0,0,0,0,0,0,0,0,0
3790,0,0,0,0,0,0,0,0,100,0,0,1101,0,0,0,1101,0,0,0,0,0,1101,0,0,0,0,0,0,0,0,0
3800,0,0,0,0,0,0,0,0,100,0,0,1101,0,0,0,1101,0,1,0,0,0,1101,0,0,0,0,0,0,0,0,0
3830,0,0,0,0,1,0,0,0,100,0,0,1101,0,0,1,1101,0,1,0,0,0,1101,0,0,0,0,0,0,1,1,0
3850,0,0,0,0,1,0,0,0,100,0,0,1101,0,1,1,1101,0,1,0,0,0,1101,0,0,0,0,0,1,1,1,0
3870,0,0,0,0,1,0,0,0,100,1,0,1101,0,1,1,1101,0,1,1,0,0,1101,0,0,0,0,0,1,1,1,0
3880,0,0,0,0,1,0,0,0,100,0,0,1101,0,1,1,1101,0,1,0,0,0,1101,0,0,0,0,0,1,1,1,0
3900,0,0,0,0,1,0,0,0,100,0,0,1101,0,0,1,1101,0,1,0,0,0,1101,0,0,0,0,0,0,1,1,0
3920,1,0,0,1,10,1,1,0,100,1,0,1101,0,0,1,1101,0,1,1,0,1,1101,1,0,1,0,0,0,1,10,1
3930,1,0,0,1,10,1,1,0,100,0,0,1101,0,0,1,1101,0,1,0,0,1,1101,1,0,1,0,0,0,1,10,1
3940,1,0,0,1,10,1,1,0,100,0,0,1101,0,0,1,1110,0,0,0,0,1,1101,1,0,1,0,0,0,1,10,1
3950,1,0,0,1,10,1,1,0,100,0,0,1110,0,0,1,1110,0,0,0,0,1,1110,1,0,1,0,0,0,1,10,1
3970,1,0,0,1,10,1,1,0,100,0,0,1110,0,0,0,1110,0,0,0,0,1,1110,1,0,1,0,0,0,0,10,1
3990,1,0,0,1,10,1,1,0,100,0,0,1110,0,1,0,1110,0,0,0,0,1,1110,1,0,1,0,0,1,0,10,1
4010,0,0,0,0,0,0,0,0,100,1,0,1110,0,1,0,1110,0,0,1,0,0,1110,0,0,0,0,0,1,0,0,0
4020,0,0,0,0,0,0,0,0,100,0,0,1110,0,1,0,1110,0,0,0,0,0,1110,0,0,0,0,0,1,0,0,0
4040,0,0,0,0,0,0,0,0,100,0,0,1110,0,0,0,1110,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0
4060,0,0,0,0,0,0,0,0,100,1,0,1110,0,0,0,1110,0,0,1,0,0,1110,0,0,0,0,0,0,0,0,0
4070,0,0,0,0,0,0,0,0,100,0,0,1110,0,0,0,1110,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0
4080,0,0,0,0,0,0,0,0,100,0,0,1110,0,0,0,1110,0,1,0,0,0,1110,0,0,0,0,0,0,0,0,0
4110,0,0,0,0,1,0,0,0,100,0,0,1110,0,0,1,1110,0,1,0,0,0,1110,0,0,0,0,0,0,1,1,0
4130,0,0,0,0,1,0,0,0,100,0,0,1110,0,1,1,1110,0,1,0,0,0,1110,0,0,0,0,0,1,1,1,0
4150,0,0,0,0,1,0,0,0,100,1,0,1110,0,1,1,1110,0,1,1,0,0,1110,0,0,0,0,0,1,1,1,0
4160,0,0,0,0,1,0,0,0,100,0,0,1110,0,1,1,1110,0,1,0,0,0,1110,0,0,0,0,0,1,1,1,0
4180,0,0,0,0,1,0,0,0,100,0,0,1110,0,0,1,1110,0,1,0,0,0,1110,0,0,0,0,0,0,1,1,0
4200,1,0,0,1,10,1,1,0,100,1,0,1110,0,0,1,1110,0,1,1,0,1,1110,1,0,1,0,0,0,1,10,1
4210,1,0,0,1,10,1,1,0,100,0,0,1110,0,0,1,1110,0,1,0,0,1,1110,1,0,1,0,0,0,1,10,1
4220,1,0,0,1,10,1,1,0,100,0,0,1110,0,0,1,1111,0,0,0,0,1,1110,1,0,1,0,0,0,1,10,1
4230,1,0,0,1,10,1,1,0,100,0,0,1111,0,0,1,1111,0,0,0,0,1,1111,1,0,1,0,0,0,1,10,1
4250,1,0,0,1,10,1,1,0,100,0,0,1111,0,0,0,1111,0,0,0,0,1,1111,1,0,1,0,0,0,0,10,1
4270,1,0,0,1,10,1,1,0,100,0,0,1111,0,1,0,1111,0,0,0,0,1,1111,1,0,1,0,0,1,0,10,1
4290,0,0,0,0,0,0,0,0,100,1,0,1111,0,1,0,1111,0,0,1,0,0,1111,0,0,0,0,0,1,0,0,0
4300,0,0,0,0,0,0,0,0,100,0,0,1111,0,1,0,1111,0,0,0,0,0,1111,0,0,0,0,0,1,0,0,0
4320,0,0,0,0,0,0,0,0,100,0,0,1111,0,0,0,1111,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,0
4340,0,0,0,0,0,0,0,0,100,1,0,1111,0,0,0,1111,0,0,1,0,0,1111,0,0,0,0,0,0,0,0,0
4350,0,0,0,0,0,0,0,0,100,0,0,1111,0,0,0,1111,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,0
4360,0,0,0,0,0,0,0,0,100,0,0,1111,0,0,0,1111,0,1,0,0,0,1111,0,0,0,0,0,0,0,0,0
4390,0,0,0,0,1,0,0,0,100,0,0,1111,0,0,1,1111,0,1,0,0,0,1111,0,0,0,0,0,0,1,1,0
4410,0,0,0,0,1,0,0,0,100,0,0,1111,0,1,1,1111,0,1,0,0,0,1111,0,0,0,0,0,1,1,1,0
4430,0,0,0,0,1,0,0,0,100,1,0,1111,0,1,1,1111,0,1,1,0,0,1111,0,0,0,0,0,1,1,1,0
4440,0,0,0,0,1,0,0,0,100,0,0,1111,0,1,1,1111,0,1,0,0,0,1111,0,0,0,0,0,1,1,1,0
4460,0,0,0,0,1,0,0,0,100,0,0,1111,0,0,1,1111,0,1,0,0,0,1111,0,0,0,0,0,0,1,1,0
4480,1,0,0,1,10,1,1,0,100,1,0,1111,0,0,1,1111,0,1,1,0,1,1111,1,0,1,0,0,0,1,10,1
4490,1,0,0,1,10,1,1,0,100,0,0,1111,0,0,1,1111,0,1,0,0,1,1111,1,0,1,0,0,0,1,10,1
4500,1,0,0,1,10,1,1,0,100,0,0,1111,0,0,1,10000,1,10,0,0,1,1111,1,0,1,0,0,0,1,10,1
4510,1,0,0,1,10,1,1,0,100,0,0,1111,1,0,1,10000,1,10,0,0,1,1111,1,1,1,0,0,0,1,10,1
4520,1,0,0,1,10,1,1,0,100,0,0,1111,1,0,1,0,1,0,0,0,1,1111,1,1,1,0,0,0,1,10,1
4530,1,0,0,1,10,1,1,0,100,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,10,1
4550,1,0,0,1,10,1,1,0,100,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,10,1
4570,1,0,0,1,10,1,1,0,100,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,10,1
4590,1,0,0,1,10,1,1,0,100,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,10,1
4600,1,0,0,1,10,1,1,0,100,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,10,1
4620,1,0,0,1,10,1,1,0,100,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,10,1
4640,10,0,0,0,1011,0,0,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1011,10
4650,10,0,0,0,1011,0,0,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1011,10
4660,10,0,0,0,1011,0,0,0,100,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1011,10
4690,10,0,0,0,1011,0,0,0,100,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1011,10
4710,10,0,0,0,1011,0,0,0,100,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1011,10
4730,1,0,0,1,10,1,1,0,100,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,10,1
4740,1,0,0,1,10,1,1,0,100,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,10,1
4760,1,0,0,1,10,1,1,0,100,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,10,1
4780,10,0,0,0,1011,0,0,0,100,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1011,10
4790,10,0,0,0,1011,0,0,0,100,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1011,10
4800,10,0,0,0,1011,0,0,0,100,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1011,10
4810,10,0,0,0,111,0,0,0,100,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,111,10
4830,10,0,0,0,111,0,0,0,100,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,111,10
4850,10,0,0,0,111,0,0,0,100,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,111,10
4870,1,0,0,1,10,1,1,0,100,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,10,1
4880,1,0,0,1,10,1,1,0,100,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,10,1
4900,1,0,0,1,10,1,1,0,100,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,10,1
4920,10,0,0,0,111,0,0,0,100,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,111,10
4930,10,0,0,0,111,0,0,0,100,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,111,10
4940,10,0,0,0,111,0,0,0,100,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,111,10
4970,10,0,0,0,111,0,0,0,100,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,111,10
4990,10,0,0,0,111,0,0,0,100,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,111,10
5010,1,0,0,1,10,1,1,0,100,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,10,1
5020,1,0,0,1,10,1,1,0,100,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,10,1
5040,1,0,0,1,10,1,1,0,100,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,10,1
5060,10,0,0,0,111,0,0,0,100,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,111,10
5070,10,0,0,0,111,0,0,0,100,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,111,10
5080,10,0,0,0,111,0,0,0,100,0,0,1,1,0,1,10,1,0,0,0,0,1,0,1,0,0,0,0,1,111,10
5090,10,0,0,0,1011,0,0,0,100,0,0,10,1,0,1,10,1,0,0,0,0,10,0,1,0,0,0,0,1,1011,10
5110,10,0,0,0,1011,0,0,0,100,0,0,10,1,0,0,10,1,0,0,0,0,10,0,1,0,0,0,0,0,1011,10
5130,10,0,0,0,1011,0,0,0,100,0,0,10,1,1,0,10,1,0,0,0,0,10,0,1,0,0,0,1,0,1011,10
5150,1,0,0,1,10,1,1,0,100,1,0,10,1,1,0,10,1,0,1,0,1,10,1,1,1,0,0,1,0,10,1
5160,1,0,0,1,10,1,1,0,100,0,0,10,1,1,0,10,1,0,0,0,1,10,1,1,1,0,0,1,0,10,1
5180,1,0,0,1,10,1,1,0,100,0,0,10,1,0,0,10,1,0,0,0,1,10,1,1,1,0,0,0,0,10,1
5200,10,0,0,0,1011,0,0,0,100,1,0,10,1,0,0,10,1,0,1,0,0,10,0,1,0,0,0,0,0,1011,10
5210,10,0,0,0,1011,0,0,0,100,0,0,10,1,0,0,10,1,0,0,0,0,10,0,1,0,0,0,0,0,1011,10
5220,10,0,0,0,1011,0,0,0,100,0,0,10,1,0,0,10,1,1,0,0,0,10,0,1,0,0,0,0,0,1011,10
5250,10,0,0,0,1011,0,0,0,100,0,0,10,1,0,1,10,1,1,0,0,0,10,0,1,0,0,0,0,1,1011,10
5270,10,0,0,0,1011,0,0,0,100,0,0,10,1,1,1,10,1,1,0,0,0,10,0,1,0,0,0,1,1,1011,10
5290,1,0,0,1,10,1,1,0,100,1,0,10,1,1,1,10,1,1,1,0,1,10,1,1,1,0,0,1,1,10,1
5300,1,0,0,1,10,1,1,0,100,0,0,10,1,1,1,10,1,1,0,0,1,10,1,1,1,0,0,1,1,10,1
5320,1,0,0,1,10,1,1,0,100,0,0,10,1,0,1,10,1,1,0,0,1,10,1,1,1,0,0,0,1,10,1
5340,10,0,0,0,1011,0,0,0,100,1,0,10,1,0,1,10,1,1,1,0,0,10,0,1,0,0,0,0,1,1011,10
5350,10,0,0,0,1011,0,0,0,100,0,0,10,1,0,1,10,1,1,0,0,0,10,0,1,0,0,0,0,1,1011,10
5360,10,0,0,0,1011,0,0,0,100,0,0,10,1,0,1,11,1,0,0,0,0,10,0,1,0,0,0,0,1,1011,10
5370,10,0,0,0,111,0,0,0,100,0,0,11,1,0,1,11,1,0,0,0,0,11,0,1,0,0,0,0,1,111,10
5390,10,0,0,0,111,0,0,0,100,0,0,11,1,0,0,11,1,0,0,0,0,11,0,1,0,0,0,0,0,111,10
5410,10,0,0,0,111,0,0,0,100,0,0,11,1,1,0,11,1,0,0,0,0,11,0,1,0,0,0,1,0,111,10
5430,1,0,0,1,10,1,1,0,100,1,0,11,1,1,0,11,1,0,1,0,1,11,1,1,1,0,0,1,0,10,1
5440,1,0,0,1,10,1,1,0,100,0,0,11,1,1,0,11,1,0,0,0,1,11,1,1,1,0,0,1,0,10,1
5460,1,0,0,1,10,1,1,0,100,0,0,11,1,0,0,11,1,0,0,0,1,11,1,1,1,0,0,0,0,10,1
5480,10,0,0,0,111,0,0,0,100,1,0,11,1,0,0,11,1,0,1,0,0,11,0,1,0,0,0,0,0,111,10
5490,10,0,0,0,111,0,0,0,100,0,0,11,1,0,0,11,1,0,0,0,0,11,0,1,0,0,0,0,0,111,10
5500,10,0,0,0,111,0,0,0,100,0,0,11,1,0,0,11,1,1,0,0,0,11,0,1,0,0,0,0,0,111,10
5530,10,0,0,0,111,0,0,0,100,0,0,11,1,0,1,11,1,1,0,0,0,11,0,1,0,0,0,0,1,111,10
5550,10,0,0,0,111,0,0,0,100,0,0,11,1,1,1,11,1,1,0,0,0,11,0,1,0,0,0,1,1,111,10
5570,1,0,0,1,10,1,1,0,100,1,0,11,1,1,1,11,1,1,1,0,1,11,1,1,1,0,0,1,1,10,1
5580,1,0,0,1,10,1,1,0,100,0,0,11,1,1,1,11,1,1,0,0,1,11,1,1,1,0,0,1,1,10,1
5600,1,0,0,1,10,1,1,0,100,0,0,11,1,0,1,11,1,1,0,0,1,11,1,1,1,0,0,0,1,10,1
5620,10,0,0,0,111,0,0,0,100,1,0,11,1,0,1,11,1,1,1,0,0,11,0,1,0,0,0,0,1,111,10
5630,10,0,0,0,111,0,0,0,100,0,0,11,1,0,1,11,1,1,0,0,0,11,0,1,0,0,0,0,1,111,10
5640,10,0,0,0,111,0,0,0,100,0,0,11,1,0,1,100,1,0,0,0,0,11,0,1,0,0,0,0,1,111,10
5650,10,0,0,0,1011,0,0,0,100,0,0,100,1,0,1,100,1,0,0,0,0,100,0,1,0,0,0,0,1,1011,10
5670,10,0,0,0,1011,0,0,0,100,0,0,100,1,0,0,100,1,0,0,0,0,100,0,1,0,0,0,0,0,1011,10
5690,10,0,0,0,1011,0,0,0,100,0,0,100,1,1,0,100,1,0,0,0,0,100,0,1,0,0,0,1,0,1011,10
5710,1,0,0,1,10,1,1,0,100,1,0,100,1,1,0,100,1,0,1,0,1,100,1,1,1,0,0,1,0,10,1
5720,1,0,0,1,10,1,1,0,100,0,0,100,1,1,0,100,1,0,0,0,1,100,1,1,1,0,0,1,0,10,1
5740,1,0,0,1,10,1,1,0,100,0,0,100,1,0,0,100,1,0,0,0,1,100,1,1,1,0,0,0,0,10,1
5760,10,0,0,0,1011,0,0,0,100,1,0,100,1,0,0,100,1,0,1,0,0,100,0,1,0,0,0,0,0,1011,10
5770,10,0,0,0,1011,0,0,0,100,0,0,100,1,0,0,100,1,0,0,0,0,100,0,1,0,0,0,0,0,1011,10
5780,10,0,0,0,1011,0,0,0,100,0,0,100,1,0,0,100,1,1,0,0,0,100,0,1,0,0,0,0,0,1011,10
5810,10,0,0,0,1011,0,0,0,100,0,0,100,1,0,1,100,1,1,0,0,0,100,0,1,0,0,0,0,1,1011,10
5830,10,0,0,0,1011,0,0,0,100,0,0,100,1,1,1,100,1,1,0,0,0,100,0,1,0,0,0,1,1,1011,10
5850,1,0,0,1,10,1,1,0,100,1,0,100,1,1,1,100,1,1,1,0,1,100,1,1,1,0,0,1,1,10,1
5860,1,0,0,1,10,1,1,0,100,0,0,100,1,1,1,100,1,1,0,0,1,100,1,1,1,0,0,1,1,10,1
5880,1,0,0,1,10,1,1,0,100,0,0,100,1,0,1,100,1,1,0,0,1,100,1,1,1,0,0,0,1,10,1
5900,10,0,0,0,1011,0,0,0,100,1,0,100,1,0,1,100,1,1,1,0,0,100,0,1,0,0,0,0,1,1011,10
5910,10,0,0,0,1011,0,0,0,100,0,0,100,1,0,1,100,1,1,0,0,0,100,0,1,0,0,0,0,1,1011,10
5920,10,0,0,0,1011,0,0,0,100,0,0,100,1,0,1,101,1,0,0,0,0,100,0,1,0,0,0,0,1,1011,10
5930,10,0,0,0,111,0,0,0,100,0,0,101,1,0,1,101,1,0,0,0,0,101,0,1,0,0,0,0,1,111,10
5950,10,0,0,0,111,0,0,0,100,0,0,101,1,0,0,101,1,0,0,0,0,101,0,1,0,0,0,0,0,111,10
5970,10,0,0,0,111,0,0,0,100,0,0,101,1,1,0,101,1,0,0,0,0,101,0,1,0,0,0,1,0,111,10
5990,1,0,0,1,10,1,1,0,100,1,0,101,1,1,0,101,1,0,1,0,1,101,1,1,1,0,0,1,0,10,1
6000,1,0,0,1,10,1,1,0,100,0,0,101,1,1,0,101,1,0,0,0,1,101,1,1,1,0,0,1,0,10,1
6020,1,0,0,1,10,1,1,0,100,0,0,101,1,0,0,101,1,0,0,0,1,101,1,1,1,0,0,0,0,10,1
6040,10,0,0,0,111,0,0,0,100,1,0,101,1,0,0,101,1,0,1,0,0,101,0,1,0,0,0,0,0,111,10
6050,10,0,0,0,111,0,0,0,100,0,0,101,1,0,0,101,1,0,0,0,0,101,0,1,0,0,0,0,0,111,10
6060,10,0,0,0,111,0,0,0,100,0,0,101,1,0,0,101,1,1,0,0,0,101,0,1,0,0,0,0,0,111,10
6090,10,0,0,0,111,0,0,0,100,0,0,101,1,0,1,101,1,1,0,0,0,101,0,1,0,0,0,0,1,111,10
6110,10,0,0,0,111,0,0,0,100,0,0,101,1,1,1,101,1,1,0,0,0,101,0,1,0,0,0,1,1,111,10
6130,1,0,0,1,10,1,1,0,100,1,0,101,1,1,1,101,1,1,1,0,1,101,1,1,1,0,0,1,1,10,1
6140,1,0,0,1,10,1,1,0,100,0,0,101,1,1,1,101,1,1,0,0,1,101,1,1,1,0,0,1,1,10,1
6160,1,0,0,1,10,1,1,0,100,0,0,101,1,0,1,101,1,1,0,0,1,101,1,1,1,0,0,0,1,10,1
6180,10,0,0,0,111,0,0,0,100,1,0,101,1,0,1,101,1,1,1,0,0,101,0,1,0,0,0,0,1,111,10
6190,10,0,0,0,111,0,0,0,100,0,0,101,1,0,1,101,1,1,0,0,0,101,0,1,0,0,0,0,1,111,10
6200,10,0,0,0,111,0,0,0,100,0,0,101,1,0,1,110,1,0,0,0,0,101,0,1,0,0,0,0,1,111,10
6210,10,0,0,0,1011,0,0,0,100,0,0,110,1,0,1,110,1,0,0,0,0,110,0,1,0,0,0,0,1,1011,10
6230,10,0,0,0,1011,0,0,0,100,0,0,110,1,0,0,110,1,0,0,0,0,110,0,1,0,0,0,0,0,1011,10
6250,10,0,0,0,1011,0,0,0,100,0,0,110,1,1,0,110,1,0,0,0,0,110,0,1,0,0,0,1,0,1011,10
6270,1,0,0,1,10,1,1,0,100,1,0,110,1,1,0,110,1,0,1,0,1,110,1,1,1,0,0,1,0,10,1
6280,1,0,0,1,10,1,1,0,100,0,0,110,1,1,0,110,1,0,0,0,1,110,1,1,1,0,0,1,0,10,1
6300,1,0,0,1,10,1,1,0,100,0,0,110,1,0,0,110,1,0,0,0,1,110,1,1,1,0,0,0,0,10,1
